query_position,target_index,target_hash,seed_canonical_smiles,seed_scaffold,seed_heavy_atoms
501,932922,78d8f4cda778d764f5beef2bd8ad52d68f1c513de226ea3efc41fddb364134cc,CC(CNc1cnc(-c2nn[n-]n2)cn1)N(C)C(=O)COCC1CCCO1,O=C(COCC1CCCO1)NCCNc1cnc(-c2nn[n-]n2)cn1,27
502,789860,61ca327874bac7d3de0622ab85e8fac7b6a8210b5214978f924e73284b951cc6,CCC(C)(C)C(=O)N1CCC(C(C)NCc2nc(C(C)C)no2)C1,c1noc(CNCC2CCNC2)n1,24
503,149026,06171a5671529bff7a2b48685b94985376ba7398aa24d886e01508fdf7059993,O=C(OCC1(O)CCOC1)c1cnc(-c2ccccc2Cl)nc1,O=C(OCC1CCOC1)c1cnc(-c2ccccc2)nc1,23
504,865270,5459c6a4a1d6d38290007fb5dfd638b3c588833a8f49137c8ef22916e9eac4b6,CCCC=CC(=O)N1CCCc2cc(OC)ccc2C1,c1ccc2c(c1)CCCNC2,20
505,937920,daf260d08e0c24abda63367c4e02df0defea8d6d2b7bbcb9fc7bb7158aeaa0b3,Cc1cccc(NC(=O)Cn2nc(C(=O)[O-])c3ccccc3c2=O)c1,O=C(Cn1ncc2ccccc2c1=O)Nc1ccccc1,25
506,244143,5b75225774adf7ea6f588ade93f773159d4338bdda52cfbd8165f9ff6cb3487c,CNCCCC1Oc2cc(Cl)ccc2N(c2ccccc2)S1(=O)=O,O=S1(=O)COc2ccccc2N1c1ccccc1,24
507,160817,d7514d848c8df6c81360ac490faa71533a4848ec4a07e64030fdb63bf9c6ccc1,CC(CCNC(=O)NCc1n[nH]c(C(C)(C)C)n1)c1ccccc1,O=C(NCCCc1ccccc1)NCc1nc[nH]n1,24
508,972470,7152adf3c7e5bbe756ae5d8ab9675692e7077573faefed0318ea89a13924e5cc,COc1cccc(C2(CNC(=O)C(=O)Nc3ccc(OC(C)(C)C)cc3)CCCC2)c1,O=C(NCC1(c2ccccc2)CCCC1)C(=O)Nc1ccccc1,31
509,100616,e98b08e2a062b97d5fa2abc3cb4e9f8a8c170d44effbecbb5d50547a3d5dc559,COC(=O)C=C1SCC(=O)N1CCCOC(=O)c1cn(C)nc1OC,C=C1SCC(=O)N1CCCOC(=O)c1cn[nH]c1,25
510,583956,c7f17a3871518af75313e00ee46fd1da5f7e4f368fe610e70cbae4852ef7a8a1,CN(CCC(=O)c1ccccc1)C(=O)C1NCCCC1C(F)(F)F,O=C(CCNC(=O)C1CCCCN1)c1ccccc1,24
511,785705,94d376630198846fe4f6f3aea43f903847e0d863c6299b3fa77c4b3e91a37f5b,Cc1nc(CNC(CO)CNC(=O)Cc2nc[nH]n2)co1,O=C(Cc1nc[nH]n1)NCCNCc1cocn1,21
