query_position,target_index,target_hash,seed_canonical_smiles,seed_scaffold,seed_heavy_atoms
273,698587,17388ee36c0850e3d490b6001e4cf59240f5efa1f00017f2d1f966d2e28c1724,CCC(NC(=O)C[NH+](C)C1CCSC1)C(O)c1c(F)cccc1F,O=C(C[NH2+]C1CCSC1)NCCc1ccccc1,24
274,488799,27bcab229b1dcd6e1e78495ce649fc2d714849624dbf7f5e44023e8a40253902,Cc1nocc1CS(=O)(=O)C(C)c1ccc(Cl)cc1,O=S(=O)(Cc1ccccc1)Cc1cnoc1,19
275,597680,c5397b5548981f67ba7e82b98d3b051b7849b84d44ec70a980b54580b7479562,N#Cc1ccc(N2CC(=O)N(Cc3ccc(C(F)(F)F)cc3)C3(CC(C(=O)O)C3)C2O)c(F)c1,O=C1CN(c2ccccc2)CC2(CCC2)N1Cc1ccccc1,34
276,133518,0b49ac169c6fc86223defd945a5e49c0dacdf1b0a1213a0405c2682038f8e40e,Cc1cc(CN(C)CCC2CCN(C(=O)C(C)C#N)CC2)no1,c1cc(CNCCC2CCNCC2)no1,23
277,233610,cc5a2ca43a7317d7196a116eca3a05b1ca0d8b1c8424151e001de099d77a5eaf,CC(C)SCC(=O)NC1CC[NH+](Cc2ccc(F)c(C#N)c2)CC1,c1ccc(C[NH+]2CCCCC2)cc1,24
278,613994,581d79b57607240a61f1a4244e988431ff6dce24c81858cf02d09f624265410c,CC(=O)C1CC[NH+](Cc2cc(Br)ccc2C)CC1,c1ccc(C[NH+]2CCCCC2)cc1,18
279,819880,4ba4f75b13c74183d8dae12df1bc04e1973ae9a0926ca304a2c2146ff635b4e8,O=S(=O)(NCC1CCCC1C1CC1)c1cnn(CC2CC2)c1,O=S(=O)(NCC1CCCC1C1CC1)c1cnn(CC2CC2)c1,22
280,363310,3e4f2aeafb00a5f73f7e96aded328f59b3bf5755f67f935e69b0bc6593a8958a,CCC1(C(=O)N(C)CC[NH2+]CC2CC(C)(C)CO2)CCCCC1,O=C(NCC[NH2+]CC1CCCO1)C1CCCCC1,23
281,194040,2516aada25684bd092e4e1e494051621cb2348e6dfcb8ebcb536980d3b510804,N#CCCN(Cc1cccnc1)C(=O)c1csc(C2CCN(C(=O)C#Cc3ccccc3)CC2)n1,O=C(NCc1cccnc1)c1csc(C2CCN(C(=O)C#Cc3ccccc3)CC2)n1,35
282,679061,f5c1153ceaa91e234fbca4cd58d3f3e60f51f3ede6b5d428709ca8ed9ad52cf2,CCC(C)NC(=O)C(C)NC(=O)c1[nH]nc2c(OC)cccc12,c1ccc2n[nH]cc2c1,23
283,294118,cd22918d15ec268966a26bbed49e5ae232ac4d31a69b5a76c2f9097677409743,COc1c(C)ccc(NCc2cnn(C)c2C)c1C,c1ccc(NCc2cn[nH]c2)cc1,19
284,670653,e15e07e951d75a0c01ad0062085ac5ddb07eccf1a89c746f8a3f5fe79251b251,Cn1ncnc1CN1CCC2CN(C(=O)c3cocn3)CCC21,O=C(c1cocn1)N1CCC2C(CCN2Cc2ncn[nH]2)C1,23
285,764323,c7293a04a193565c0f9d2520ad64be9976c63acf2d15f2a17e6b6c79aa379a21,Cn1cnc([N+](=O)[O-])c1NCCC1CCCN1C(=O)OC(C)(C)C,c1ncc(NCCC2CCCN2)[nH]1,24
286,820217,f551fb9efe6c160ed5fc6d4a8dbfdf2d3e7cc746f9bc96b85059c6c0548c51ea,O=S(=O)(Nc1ccccc1)C1CCC[NH+](Cc2cc3ccncc3s2)C1,O=S(=O)(Nc1ccccc1)C1CCC[NH+](Cc2cc3ccncc3s2)C1,26
287,606819,77c2f2992554725c7638e41ed313489ba9bd65441cf5279c0cefb7e539f34065,O=C(C1=CCOCC1)N1CCC2(CC1)CC2C(=O)N1CCCCC1,O=C(C1=CCOCC1)N1CCC2(CC1)CC2C(=O)N1CCCCC1,24
288,903834,d070760596ca90697f77ad54301ea61b5c47e2c49ae970408d92d7ef6b411d13,CC(C)(c1nc(CCNC(=O)Nc2nc3ccc(-c4cccnc4)nc3s2)no1)C(F)(F)F,O=C(NCCc1ncon1)Nc1nc2ccc(-c3cccnc3)nc2s1,33
289,450210,e0d5b8a0d11465f57f9525a3d38a8da1ff33d473c8d6f74b180cdc43a313431e,Cc1cc(F)cc(C)c1C(Cl)C1COCCO1,c1ccc(CC2COCCO2)cc1,17
290,409495,5754e10f5b0d55dccd4b50d1a284c188670bb79748a1b075c940570b6104135c,COC(CNC(=O)C[NH+](C)C1CCSC1)c1ccc(Cl)cc1,O=C(C[NH2+]C1CCSC1)NCCc1ccccc1,22
291,728442,9d77815eaf9cbebff2f9a11a2077cc1eb00e98675ce16afc7affde714669bbbb,CN(CC1CC[NH+]1CCCF)C(=O)c1cc2n(n1)CCC2,O=C(NCC1CC[NH2+]1)c1cc2n(n1)CCC2,21
292,436799,5cd2cec8273a5257dd643a3c00c8f3c9b81509ce9a3e3e31bb9c96271023fdf5,C#CCCCC1=CC1C(=O)c1ccccc1,O=C(c1ccccc1)C1C=C1,16
293,41063,68e7b39d1db81f449bf3df4499e7164465512af4e353f17414849a52e8597d56,CCC(C)c1nc(C)c(CC(=O)NCC2CCC[NH2+]C2)c(C)n1,O=C(Cc1cncnc1)NCC1CCC[NH2+]C1,23
294,654046,d13c3fd10e53b38c481269ecee4f1fea0c2913c87c7d1e522a8e6420e8346d4e,CCC(C)C(C)C(=O)N1CCOC(c2nn[n-]n2)C1,C1COC(c2nn[n-]n2)CN1,19
295,934186,b73f5dc06fa1b2e9cc8cfe7742c8866c1fc51be83cbe41c56d3fa94bba53c3d1,Cc1ncc(C(C)N(C)Cc2ccc(S(C)=O)cc2)c(C)n1,c1ccc(CNCc2cncnc2)cc1,22
296,445979,66fee3a82c21c0f6560455650bf9dae10eeaad4d0b646bda5a791b9cae2bef90,CCC(CNC(=O)CN1CCCC1)NC(=O)C1CCC[NH+]1C,O=C(CN1CCCC1)NCCNC(=O)C1CCC[NH2+]1,22
297,989035,23f30480834efe102bb3cc705a005f8c894057fc5997bd6b455b174d52101217,NC(=O)C1CC1C(=O)NCC(CO)NCC(=O)NC1CC1,O=C(CNCCNC(=O)C1CC1)NC1CC1,21
298,573448,86c86a245566d00c93673f90add1c7c39b278cb9848832536b54832cdc9e6542,N#Cc1cnccc1NC1CC(CNC(=O)C2C=CC=CC=C2)C1,O=C(NCC1CC(Nc2ccncc2)C1)C1C=CC=CC=C1,24
299,397078,332dd9838e33c46f8f016e911d0667f67186a38315a8ce91869bf8c11f4915fb,C#CC[NH2+]C(CO)CNC(=O)C1C[NH+](C)CC1c1ccccc1,c1ccc(C2CC[NH2+]C2)cc1,23
300,328543,c7d09f16ce7cc68702e8db900e4437fbbd04428ac41b58fea70913531260f1a7,O=C(COc1ccc(C(=O)c2ccccc2)cc1)c1ccc2c(c1)OCCO2,O=C(COc1ccc(C(=O)c2ccccc2)cc1)c1ccc2c(c1)OCCO2,28
301,915221,ea14cfebeeec2a3e046089243401d4225adc303c9e8153f43b47d0f8966d0985,CC(C)(C)c1nc(CNc2ccc3c(c2)C(=O)CCCC3)co1,O=C1CCCCc2ccc(NCc3cocn3)cc21,23
302,404946,bb2440dc9ac3f4244a630bd654472abb7126bd401e9a853fee34798559846d18,CC(C)(C(=O)O)c1ccc(NCc2cnn(C(C)(C)C)c2)cc1,c1ccc(NCc2cn[nH]c2)cc1,23
303,19089,6b6bdcde4903e4d55b698f1a78011d584d33ac2d97c52f119a8303f3f6b76e10,C=CN1C(=O)C(CCNc2ccnc(N3CCN(C)CC3)c2)SC1=CC(C=NC)CN=CC(F)F,C=C1NC(=O)C(CCNc2ccnc(N3CCNCC3)c2)S1,35
304,670847,6009a354774fbb5bfbabba5876e468bf67c13cb968e12deefab50a4705617d4a,Cn1cnc(C(=O)NCc2cc3c([nH]c2=O)CCC3)cc1=O,O=C(NCc1cc2c([nH]c1=O)CCC2)c1cc(=O)[nH]cn1,22
305,363162,ebc7bb22b5597764c58913f349679d15c9556cf96d0a1d4689fc1846136b927d,CCC1C(NC(=O)c2sccc2F)CCN1C(=O)c1ccncc1,O=C(NC1CCN(C(=O)c2ccncc2)C1)c1cccs1,24
306,258974,b397cc1d1f368697501d12a5c61f756f81811e2ea3dd4fa4f5c4f94627f91916,COc1ccc(C[NH+]2CC3CCN(C(=O)C=C(C)C)C3C2)cc1C#N,c1ccc(C[NH+]2CC3CCNC3C2)cc1,25
307,462851,54007ba2233ae82223d9247d9e61c57dd24b7260c0727990350c5be41dab45e4,CCn1nc(C)c(C(=O)NCC2C[NH+](CC3=CCCCC3)C2)n1,O=C(NCC1C[NH+](CC2=CCCCC2)C1)c1cn[nH]n1,23
308,162939,f003db5b629000a68d2c36e314d101c937364ec9791f76e50e21fd369426e781,CC(CCO)C1(CNC(=O)c2cc3ccccc3c(=O)n2C)CCC1,O=C(NCC1CCC1)c1cc2ccccc2c(=O)[nH]1,25
309,291690,2657374a3e7e8e800e1eddec29d0e3403556bbf187771f2570d7907d4be817ac,C=C(C)C(NC(=O)C(NC(=O)c1cc(C)on1)C1CCCCC1)C(=O)O,O=C(NCC1CCCCC1)c1ccon1,26
310,301440,3f249b3a30408ec1d93c3a8996bf794f5eeefc0be30ce946d2b48b81c02df164,C[NH+](C)CCNC(=O)C1CC12CCN(Cc1c[nH]cn1)CC2,c1nc(CN2CCC3(CC2)CC3)c[nH]1,22
311,32394,9074a1754400da2da3cc4a8912ae38bd4be339173aa48dd9381e0695cd25bc2f,Cc1ccoc1C(=O)N1CC(NC(=O)C2CC(=O)NC(=O)N2)C1,O=C1CC(C(=O)NC2CN(C(=O)c3ccco3)C2)NC(=O)N1,23
312,276112,da9d93769dcb98357afd71782113f8d8c0a232b910d388c5b6cfa9ec7b8183c4,COc1ccnc(C(=O)N2CCCC(CCC(=O)N3CCN(C)CC3)C2)c1,O=C(CCC1CCCN(C(=O)c2ccccn2)C1)N1CCNCC1,27
313,639629,7f5eb974022e2f022a4165482d66e418ff8e8a658e4d51961950bf128f0b1950,CC(C)OC1CC[NH+](CCCc2cccnc2)C1,c1cncc(CCC[NH+]2CCCC2)c1,18
314,784772,4104b3aeb029ef8089af1656f1cd18821acf7a5178a722c20050aa872e8df05c,O=S(=O)(CCO)c1cccc(Nc2ccc3n[nH]cc3c2)c1,c1ccc(Nc2ccc3n[nH]cc3c2)cc1,22
315,674547,af9d27b798e5f66182fb2ab9a8bef7a885bb39951f1dda224af6ca1c2be52727,O=C(NCC1CC2(CCC2)CO1)NC1CC(O)c2ccccc21,O=C(NCC1CC2(CCC2)CO1)NC1CCc2ccccc21,23
316,220883,dbdbb3dd0a8a15568fd0957dbf8fc0b86b1eca7f6d339b469ce664d4cc26eb4a,C#CCN(CCC1(C(=O)OC(C)(C)C)CCC1)C1CCS(=O)(=O)C1,O=S1(=O)CCC(NCCC2CCC2)C1,24
317,788744,7dfd68bd116888c3de7f7c97f17c19ff1dd6552b7167eb9a2f19484421f2bf89,Cc1nc(CN2CCC3CN(C(=O)Cc4cccc(F)c4F)C3C2)co1,O=C(Cc1ccccc1)N1CC2CCN(Cc3cocn3)CC21,26
318,360415,e03441d721183b0ae73663d957664a1eea4689d70c4016f8b3a4a812e69da9ef,CCC1(OC(=O)c2cc(C)cc([N+](=O)[O-])c2)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1,O=C(OC1C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1)c1ccccc1,38
319,725775,430101abc094a79b9deed35105f40383a8bc54f47c23b93577b6ce2d73f530a3,Cc1ccc2nc(Nc3ncnc(NCc4ccc(F)cc4)c3N)sc2c1,c1ccc(CNc2cc(Nc3nc4ccccc4s3)ncn2)cc1,27
320,589395,e07b4f4b81968c052620ada16ffadb9acdf5f1117a3196769001a2d230f50f39,COC(=O)c1ccsc1NC(=O)C(=O)NC1CCS(=O)(=O)C1,O=C(Nc1cccs1)C(=O)NC1CCS(=O)(=O)C1,22
321,704378,e581274246d57852f4a67982e36f8cedc5fc624df96cac91564cacdfb3cec033,Cc1cc(S(=O)(=O)NN=c2cc(Cl)nc(N)[nH]2)c(Cl)cc1F,O=S(=O)(NN=c1ccnc[nH]1)c1ccccc1,22
322,818341,69f46d1930209f2e79df690d5c77c82bbe32e55ad177616dcfe04082cd163283,O=S(=O)(NCC(O)C1CC1)C1CC1,O=S(=O)(NCCC1CC1)C1CC1,13
323,586449,35341800de787848a9544246b8155ba18bcd6a17f471c66c20193cbb7fd590cf,COC(=O)c1ccc(OC(C)C(=O)N(C)c2ccccc2)cc1,O=C(COc1ccccc1)Nc1ccccc1,23
324,379249,4cf45db6c91fc7eb8f6e246514899083fce90b0ab44acfaf81b36c56e484ab92,CC1CCc2c(F)cccc2C1NCN1CCC(=O)CC1,O=C1CCN(CNC2CCCc3ccccc32)CC1,21
325,416740,75081fb482cde92c2a22b00e5cd42ff0e0f901e66c154e070c1d995f843f963e,Cc1cccc2[nH]cc(CC(=O)NCCC3CCC[NH+](C)C3)c12,O=C(Cc1c[nH]c2ccccc12)NCCC1CCC[NH2+]C1,23
326,963235,8b8309fbdcea6e27285b760eeb9dac70832b796fce1430f5f3ec9688b9a3ad4e,CCCC(=O)N(CCN1CCN(CCc2cccs2)CC1)c1ccccc1,c1ccc(NCCN2CCN(CCc3cccs3)CC2)cc1,27
327,957673,6c7a3bea63f169573fcd5afd9f913367a7957e7540b957e1f235746eeee73181,CCC(NC(=O)CCCn1c(=O)[n-][nH]c1=O)C1CCCCO1,O=C(CCCn1c(=O)[n-][nH]c1=O)NCC1CCCCO1,22
328,80680,feda7ff2cee51a58a74af1036e123f92b8230edc222976c74e5c887e5aa25f79,COC(=O)c1ccc(OCC(=O)Nc2c(C)cccc2Cl)c(Cl)c1,O=C(COc1ccccc1)Nc1ccccc1,24
329,114898,25a9faca8fcca2c0e6e21328974eb2e7c219495b5b25af408846f6a4c665de6b,COC1CCN(c2nccc(Nc3cc4c(C(C)C)cnc(N5CC(O)C5)c4cn3)n2)CC1F,c1cc(Nc2cc3ccnc(N4CCC4)c3cn2)nc(N2CCCCC2)n1,34
330,671738,a63aa3a4c480d9f4dd160c0730ca14aa959a37a7ae8971354ab491398778c5fa,Cn1ncc(C2CCC2)c1CNCC(c1ccccc1)[NH+]1CCCC1,c1ccc(C(CNCc2[nH]ncc2C2CCC2)[NH+]2CCCC2)cc1,25
331,369139,dcaa4b51290279e68faae1a3a0b6bee106d47a21aab5b8d5bbf4b57dbf0f6eb8,C#CC[NH+]1CCC(NC(=O)c2ccc(C)c3ccccc23)C1,O=C(NC1CC[NH2+]C1)c1cccc2ccccc12,22
332,642206,5ebfbc032e91c4cb6b093793efa626cc69fbde99f1d4b190d010d05c960b9c2e,CCC(C)C(C=C(C)C)NN,,11
333,806514,17d4d8f3f6293d8cd3d0e3e88f72da6705acefa6c3f7617c4054c4a6e04713a9,COC(=O)c1cnc(Cl)cc1Nc1cnn(C)c1C,c1cc(Nc2cn[nH]c2)ccn1,19
334,876640,b317fe231ec97de1180d2f365a2c96c950c4a651ed6eaf734ff568e13c2e0c7c,CC1CCCC(C)[NH+]1CCNC(=O)c1nnn(C2CC2)c1C(F)(F)F,O=C(NCC[NH+]1CCCCC1)c1cn(C2CC2)nn1,25
335,290942,b08c0184cae4c993126f398d58e8a2e8d98cd4b32b8f3d5331d66e9d857dd379,C#CCSCC(=O)N1CCN(S(=O)(=O)c2cccc3nsnc23)CC1,O=S(=O)(c1cccc2nsnc12)N1CCNCC1,25
336,518033,ee116be08ed7f849efb37e950ffa9ccbf611de21acd9b6ce6878b7017da35f8e,CCC1CCOC1C(=O)NC1CC2CCC(C1)[NH+]2CCOCCC(C)C,O=C(NC1CC2CCC(C1)[NH2+]2)C1CCCO1,26
337,494387,b98bcc9bfca309b8ceaddd5917a8f764a8e64926a442636cc4c2e31799e8aa1a,CC1CN(C(=O)Nc2nc3c(F)cc(F)cc3s2)CCN1c1ncc(CC(O)CO)cc1F,O=C(Nc1nc2ccccc2s1)N1CCN(c2ccccn2)CC1,33
338,98406,e832aceeead2f771785d9fd377ff0fa78cc1ee8a80b98e7f4ecbb36e0c2999b7,COC(=O)c1c(NC(=O)CN(c2ccccc2OC)S(=O)(=O)c2ccccc2)sc2c1CCN(C)C2,O=C(CN(c1ccccc1)S(=O)(=O)c1ccccc1)Nc1cc2c(s1)CNCC2,36
339,235393,3a28c893e226af5b0692961bf4f60405da5c1755a4314d8e00a1609e1c785a84,CSc1cc2c(cc1NC(=O)Nc1cc(-c3ccncc3)[nH]n1)OCCO2,O=C(Nc1ccc2c(c1)OCCO2)Nc1cc(-c2ccncc2)[nH]n1,27
340,792109,199da49bf18f9e39da156289e41fde86dbacca99d7bdb15333bf31dc895bee18,CCC(=O)N1CCCC(C)C1C[NH2+]Cc1cnn(CC)n1,c1n[nH]nc1C[NH2+]CC1CCCCN1,21
341,139933,fc921f8fbfe21b3725be2fafb1c7f4d3fe5b4c907b56df5d8e352e1f62a292ca,O=C(c1ccc(-c2ccccc2)cc1)N1CCN(Cc2ccccc2F)CC1,O=C(c1ccc(-c2ccccc2)cc1)N1CCN(Cc2ccccc2)CC1,28
342,273164,755ca2f928eb9a51b6b5ca983ef9f6edba4215f9826f986dfd521211c84648f2,Cc1nccnc1C[NH+]1CCC(OCCCc2ccccc2)C1,c1ccc(CCCOC2CC[NH+](Cc3cnccn3)C2)cc1,23
343,525039,631552a410343888380d4ff54a071ee0c299464fcdde68c1b60142fc8b69ee25,COC(=O)C1CCC[NH+](Cc2cccc(F)c2OC)C1C,c1ccc(C[NH+]2CCCCC2)cc1,21
344,667112,350810e440badc5aaf6490e88f9642557d5e158c9c99cb70f3220f43f15ae4e1,O=S(=O)(c1cccnc1C(F)(F)F)N1CCOCC1c1cccc(F)c1,O=S(=O)(c1cccnc1)N1CCOCC1c1ccccc1,26
345,515251,4dfb0e6dc841ac1a9bed98155f66ed549504bfaa1752ddf2bd1ddba337760420,CC(CN(C)C(=O)Cc1ccon1)Nc1ccncc1C#N,O=C(Cc1ccon1)NCCNc1ccncc1,22
346,303965,bef32b5cdc5fbfdaacf83898df93a56ec12ee131443333a4de1d878fabc6ba5a,C[NH+](C)CC1(C(=O)N2CCCC(C[NH2+]CC3CCCC3)C2)CC1,O=C(C1CC1)N1CCCC(C[NH2+]CC2CCCC2)C1,23
347,988636,fb31b6220f7bde23a7464d1cb306fdcde84f0cda70c2a6fd1fdcdcf6c81d3d56,NC(=O)C1C2CCCC2CN1CC(=O)NCCc1ccc(Cl)cc1,O=C(CN1CC2CCCC2C1)NCCc1ccccc1,24
348,290189,35f06921502ef97f70c3b3449addd7d5697bf63b9adb1afd6baa7fe5fbf1a059,C=C(C)CCC(=O)N1CC2C(CNC(=O)C(C)c3cccs3)C2C1,O=C(Cc1cccs1)NCC1C2CNCC21,24
349,984684,e3c1d839be8113d3d29e713b56f8533e47eead895142c511e00fc9fa5a5f70ed,CCOC(=O)C1CCCCN1C1CCS(=O)(=O)C1,O=S1(=O)CCC(N2CCCCC2)C1,18
350,645015,ad39ae3f9008df0e9b0918c934d0e882ae86c250e1dc4342c63209a9cce00f8a,COCC(CO)NC(=O)c1sc2nc(C)cc(C)c2c1-n1cccc1,c1cnc2scc(-n3cccc3)c2c1,25
351,88143,058b27579a257238859a5f33e223c28e9f2d363c2cc3208910d43e762431efaa,C=CC(C)(C)CC(=O)N(C)C1CCN(c2cc(COC)ncn2)C1,c1cc(N2CCCC2)ncn1,24
352,684482,e87784bab0e0aee7e6c59463b4856da299eedb610c6655a42882269cf3e99fd2,CC1(C)CCCC1C(Br)c1ccc2[nH]c(=O)c(=O)[nH]c2c1,O=c1[nH]c2ccc(CC3CCCC3)cc2[nH]c1=O,21
353,234990,77a058062476377aaa43ab20bd476b8fafa14673b34606e2963cb177dcfa3125,C[NH+](C)C(C(=O)N1CCC(Nc2ccncc2C#N)C1)C1CC1,O=C(CC1CC1)N1CCC(Nc2ccncc2)C1,23
354,839848,492dc9befeba6acd08044b7b6d7a80ecfca207f2843993d4ed80d084b4c1a02e,COCC1CCN(c2ncnc(Cl)c2OC)C1,c1cc(N2CCCC2)ncn1,17
355,743644,0e5b5b1f20f2bbf9ecb7c94600a9b1e8d13e3a352cccd9836967a4af5931ab66,CCOc1cc(C2NC(=O)N(N)C(C)=C2C(C)=O)c([N+](=O)[O-])cc1OCc1ccccc1,O=C1NC=CC(c2ccc(OCc3ccccc3)cc2)N1,32
356,58536,19b78d61d3bb6c8c2891c9a74237d42863d389a4091fe53cff9f506f3b0cc5d5,CCc1ccnc(C(=O)NC(C)C(C)[NH2+]Cc2ccccn2)c1,O=C(NCC[NH2+]Cc1ccccn1)c1ccccn1,23
357,572122,44f64090c2222ba811d2cfcf06494b6f202b3374a80296e910f67d20743666cd,N#Cc1cc(C(=O)NCCNC(=O)c2ccnc3[nH]cnc23)c[nH]1,O=C(NCCNC(=O)c1ccnc2[nH]cnc12)c1cc[nH]c1,24
358,978503,92362a7de8d024a46502eff8f434810f5eea41698d836bc2138ec0a3ae0fdbda,CC(CN(C)C(=O)c1cn(C)nn1)Nc1snc(Cl)c1-c1nnn[n-]1,O=C(NCCNc1sncc1-c1nnn[n-]1)c1c[nH]nn1,25
359,538111,e8fa2b8f85c478a153b79ee14559e2c65063cb8e6c39db3a0de7dd5f1bea9b02,c1ccc(COc2csc(-c3nc(-c4cccnc4)no3)c2)cc1,c1ccc(COc2csc(-c3nc(-c4cccnc4)no3)c2)cc1,24
360,111023,52e13f949f2edbb5b43a402095bfb4f512143cac345f1cbbedb81df045118bbe,Cn1cc(N2CCN(C(=O)Cn3nnc4c3CCCC4)CC2=O)cn1,O=C(Cn1nnc2c1CCCC2)N1CCN(c2cn[nH]c2)C(=O)C1,25
361,85547,52bcd16dee20d9eb7a4d58096407c07f5a4f21f22ccd358f54bf112f02c45281,CN(C)C(=O)CC(=O)N1CCC([NH2+]Cc2cnns2)CC1,c1nnsc1C[NH2+]C1CCNCC1,21
362,67936,d8cffee05477f3fe05a24afd7eed9f281edfc58c7f0c0283cbe80e48c2b12657,O=C(Cn1c(=O)[nH]c2ccccc21)NCc1cc(Cl)cc(Cl)c1[O-],O=C(Cn1c(=O)[nH]c2ccccc21)NCc1ccccc1,24
363,633563,cb2908b15e477f688100878f0e5766d54c8693faa87db75a1c355aad7bed3243,CC(C)CC(=O)N1CC(N(C)C(=O)c2cn[nH]c2)C1,O=C(NC1CNC1)c1cn[nH]c1,19
364,670417,fc9d15732554ed60a5df55bfba15331130d4ec30dffc7588a21f6f8ea33162c7,Cn1nccc1-c1cncc(CN)c1,c1cncc(-c2ccn[nH]2)c1,14
365,189223,e605b6792ebfc828d2ba5783d3dfb457abf1caec02d8855615f4bb13c2d49043,CNS(=O)(=O)c1cccc(NC(=O)C2Cc3cccc(C)c3O2)c1C,O=C(Nc1ccccc1)C1Cc2ccccc2O1,25
366,875988,53f1282f1c2af7a2aaf728cfd6143b08fd1ba8e33c6822ed162f28c1b4775723,CC1CCC(O)C[NH+]1Cc1cccc(F)c1Br,c1ccc(C[NH+]2CCCCC2)cc1,17
367,379070,0f0973323c84243d3a01584fb5b31a45915728abc50d9e025adf8edbfd4226e9,CC1CCc2c(sc3nc(C(C)N4CCN(S(=O)(=O)c5ccc(F)cc5)CC4)[nH]c(=O)c23)C1,O=c1[nH]c(CN2CCN(S(=O)(=O)c3ccccc3)CC2)nc2sc3c(c12)CCCC3,33
368,497330,1b3d4ba9a03b9b65cdc672435424b1172ee5f5d73231b2930f7d9539351d2e50,CC[NH+]1CCCCC1CNC(=O)N1CCN(c2cccc(F)c2C#N)CC1,O=C(NCC1CCCC[NH2+]1)N1CCN(c2ccccc2)CC1,27
369,851935,26e9ccf372efdcdec4f5c152a63d38f1229139f3b1f6ad2df6263ff5c24116ab,CC(NC(=O)C1CCCO1)C1CN(C(=O)c2ccn(C)n2)C1,O=C(NCC1CN(C(=O)c2cc[nH]n2)C1)C1CCCO1,22
370,464262,ba089eed7628da19f9f664dd01519c61c34c9eb103238a4026d04b0ef7dcf17f,CN(C(=O)COC(=O)c1cc(F)cc(Br)c1)C1(C#N)CCCCC1,O=C(COC(=O)c1ccccc1)NC1CCCCC1,24
371,282176,a927a85eeacf860e7e525c9b690055d9f804fe3d47314abe9e3b5ec5c9186cd5,Cc1c(C(=O)N2CCOC(C(F)F)C2)c2ccccc2[nH]c1=O,O=C(c1cc(=O)[nH]c2ccccc12)N1CCOCC1,23
372,597846,e550e61a26b201c3815fa4f40ceaf86899253a96f936f2789695fd9d633ebaf7,CCC(NC(=O)c1cn(CCOC)nn1)c1ccc(Cl)cc1,O=C(NCc1ccccc1)c1c[nH]nn1,22
373,968425,b0a612b938b8cdc6638bf3097eabb1eac3d4cddcc2472c7c0033f93857fb5173,Cc1cc(C(=O)NC(CO)C(C)(C)C)c(C)n1C(C)c1ccccc1,c1ccc(Cn2cccc2)cc1,25
374,75323,f282f560ad87e7ddc7d5c34af0d4d0553b6008772767f456dc077c20232a0c78,CCOC(=O)CNC1CCC2c3c1cccc3N(C(C)=O)C2c1ccccc1,c1ccc(C2Nc3cccc4c3C2CCC4)cc1,28
375,329492,658c4ca5ef426992e6f022f00213d5932569a4106e248fc28e72a081f8858210,O=C(CCc1cncc(F)c1)NC(CO)CNC(=O)C1CCOC1,O=C(CCc1cccnc1)NCCNC(=O)C1CCOC1,24
376,847931,07c26804f2f43b7539c2cf5b428205288edb2d15f28305ea85d3294a1555b425,CC(CC(F)(F)F)C(=O)N1CCCO1,C1CNOC1,14
377,235539,bb830b93b4fe8f25e4496dc11b8f659a537ec4a9da085488bc7a4ef990c0d1db,C[NH+](C)CCOc1ccc(NC(=O)C2([NH2+]C3CC3)CCC2)cc1Cl,O=C(Nc1ccccc1)C1([NH2+]C2CC2)CCC1,24
378,135908,b0f8953aa0d104a18a8b9c6a158cf58844f05e807d5fbc5218c3857708705e5d,Cc1cc(F)cc(NC(=O)C(=O)N(C)C2CC2)c1,O=C(Nc1ccccc1)C(=O)NC1CC1,18
379,553320,716d9148084fa974fe0c9534159b1e8401ef4f1f4cb4ea2e2a5db5a77c31abec,CC(C)CC(NC(=O)NC1CCN(C)C1=O)c1cccc(C(F)(F)F)c1,O=C(NCc1ccccc1)NC1CCNC1=O,26
380,315211,c25b2649262a802fc6c5ffed3ea25b8b160551a8d6bb9db0b32f0c9495936b46,CC(C)Cn1c(-c2ccoc2)nnc1N1CCOC(c2cccc(OC(F)F)c2)C1,c1ccc(C2CN(c3nnc(-c4ccoc4)[nH]3)CCO2)cc1,30
381,945997,a763dbc89155b8c581d6f9e8a0ac5672f438f79bff2055c912a6470467d0492f,CC(C(=O)NCC1(C(=O)[O-])CCCC1)C1OCCc2sccc21,O=C(CC1OCCc2sccc21)NCC1CCCC1,23
382,418011,331f4041729ad9d9867f5d9b0dd451d601d575b10e969a0a62d30ff26fbea1b1,O=C(OC1CCOC2(CCOCC2)C1)c1ccc(Cn2cccn2)o1,O=C(OC1CCOC2(CCOCC2)C1)c1ccc(Cn2cccn2)o1,25
383,541753,cd512c09e7d6836dc79548583a862799e34dc39a731c236d70a26029d40262c7,CC1Oc2ccccc2C1NC(=O)c1ccc(Cl)s1,O=C(NC1COc2ccccc21)c1cccs1,19
384,795627,de3f6218d1ab15f67a1b24f3bf5c89655ba9d5fef6ff69ddaaafebfeb42e8e0f,COc1cc(C[NH+](C)CCOCc2ccc(C#N)cc2)cc(Cl)c1OC,c1ccc(C[NH2+]CCOCc2ccccc2)cc1,26
385,325359,940ff2d4036799c6d20b404d546c9b954b328eeea94386bacb9ce967101de10c,CN(C)c1ccc(C2=CC(=O)c3ccccc3C2=O)c(O)c1,O=C1C=C(c2ccccc2)C(=O)c2ccccc21,22
