chemical_category,delta_heavy_atom_count,delta_bond_count,delta_ring_count,delta_heteroatom_count,delta_formal_charge,element_count_delta_json,candidate_count,seed_count
scaffold_changing_analogue,3,4,1,2,0,"{""C"":1,""N"":1,""O"":1}",4,4
scaffold_changing_analogue,3,4,1,2,0,"{""C"":1,""N"":1,""S"":1}",4,4
scaffold_preserving_non_mmp_analogue,-2,-2,0,-1,-1,"{""C"":-1,""N"":-1}",4,3
scaffold_preserving_non_mmp_analogue,-1,-1,0,-1,0,"{""O"":-1,""P"":1,""S"":-1}",4,3
scaffold_preserving_non_mmp_analogue,-1,-1,0,0,0,"{""C"":-1,""P"":1,""S"":-1}",4,3
scaffold_preserving_non_mmp_analogue,0,0,0,0,0,"{""Cl"":1,""N"":-1}",4,3
scaffold_preserving_non_mmp_analogue,1,1,0,2,-1,"{""C"":-1,""O"":1,""S"":1}",4,3
scaffold_preserving_non_mmp_analogue,2,2,0,1,0,"{""B"":1,""C"":1}",4,3
scaffold_preserving_non_mmp_analogue,2,2,0,3,0,"{""C"":-1,""N"":1,""O"":2}",4,3
scaffold_preserving_non_mmp_analogue,3,3,0,2,0,"{""C"":1,""F"":1,""O"":1}",4,3
acyclic_non_mmp_analogue,0,0,0,-1,0,"{""C"":1,""S"":-1}",4,3
acyclic_non_mmp_analogue,0,0,0,0,0,"{""I"":1,""S"":-1}",4,3
scaffold_changing_analogue,-15,-17,-2,-5,0,"{""C"":-10,""N"":-3,""O"":-2}",4,3
scaffold_changing_analogue,-14,-16,-2,-4,0,"{""C"":-10,""N"":-2,""O"":-1,""S"":-1}",4,3
scaffold_changing_analogue,-14,-15,-1,-5,0,"{""C"":-9,""N"":-3,""O"":-2}",4,3
scaffold_changing_analogue,-11,-13,-2,-2,0,"{""C"":-9,""O"":-2}",4,3
scaffold_changing_analogue,-6,-7,-1,1,0,"{""C"":-7,""O"":1}",4,3
scaffold_changing_analogue,-5,-6,-1,0,0,"{""Br"":1,""C"":-5,""N"":-1}",4,3
scaffold_changing_analogue,-5,-6,-1,1,0,"{""C"":-6,""I"":1}",4,3
scaffold_changing_analogue,-5,-6,-1,1,0,"{""C"":-6,""S"":1}",4,3
scaffold_changing_analogue,-5,-6,-1,1,1,"{""C"":-6,""N"":1}",4,3
scaffold_changing_analogue,-4,-5,-1,-3,0,"{""C"":-1,""N"":-4,""O"":1}",4,3
scaffold_changing_analogue,-4,-5,-1,-2,0,"{""C"":-2,""N"":-1,""S"":-1}",4,3
scaffold_changing_analogue,-4,-5,-1,0,0,"{""C"":-4,""Cl"":1,""O"":-1}",4,3
scaffold_changing_analogue,-3,-4,-1,1,1,"{""C"":-4,""N"":1}",4,3
scaffold_changing_analogue,-3,-3,0,-2,0,"{""C"":-1,""F"":-3,""N"":1}",4,3
scaffold_changing_analogue,-3,-3,0,-1,0,"{""C"":-2,""O"":-2,""S"":1}",4,3
scaffold_changing_analogue,-2,-3,-1,-2,0,"{""F"":2,""N"":-4}",4,3
scaffold_changing_analogue,-2,-3,-1,-2,0,"{""N"":-1,""O"":-1}",4,3
scaffold_changing_analogue,-2,-3,-1,1,-1,"{""C"":-3,""O"":1}",4,3
scaffold_changing_analogue,-2,-2,0,-2,0,"{""Br"":1,""N"":-1,""O"":-2}",4,3
scaffold_changing_analogue,-2,-2,0,-1,0,"{""C"":-1,""F"":-1,""N"":-1,""O"":1}",4,3
scaffold_changing_analogue,-1,-2,-1,-1,0,"{""N"":-1}",4,3
scaffold_changing_analogue,-1,-1,0,-2,0,"{""C"":1,""F"":-1,""N"":-1}",4,3
scaffold_changing_analogue,-1,-1,0,-1,0,"{""O"":-1,""S"":-1,""Si"":1}",4,3
scaffold_changing_analogue,-1,-1,0,0,-1,"{""C"":-1,""N"":1,""O"":-1}",4,3
scaffold_changing_analogue,-1,-1,0,0,0,"{""C"":-1,""O"":-1,""P"":1}",4,3
scaffold_changing_analogue,-1,-1,1,0,0,"{""C"":-1,""N"":-1,""O"":1}",4,3
scaffold_changing_analogue,0,0,-1,-1,0,"{""C"":1,""N"":-1}",4,3
scaffold_changing_analogue,0,0,0,-2,0,"{""C"":2,""N"":-2}",4,3
scaffold_changing_analogue,0,0,0,-1,0,"{""C"":1,""N"":1,""O"":-2}",4,3
scaffold_changing_analogue,0,0,0,-1,1,"{""C"":1,""F"":-2,""N"":1}",4,3
scaffold_changing_analogue,0,0,0,0,-1,"{""Cl"":-1,""O"":1}",4,3
scaffold_changing_analogue,0,0,0,0,0,"{""B"":-1,""Si"":1}",4,3
scaffold_changing_analogue,0,0,1,0,0,"{""O"":-1,""S"":1}",4,3
scaffold_changing_analogue,0,0,1,0,1,"{""N"":1,""O"":-1}",4,3
scaffold_changing_analogue,1,1,0,0,0,"{""C"":1,""F"":-1,""S"":1}",4,3
scaffold_changing_analogue,1,1,0,1,0,"{""Br"":-1,""N"":1,""O"":1}",4,3
scaffold_changing_analogue,1,1,0,1,0,"{""F"":1,""N"":-1,""S"":1}",4,3
scaffold_changing_analogue,1,1,0,1,1,"{""P"":1}",4,3
scaffold_changing_analogue,1,1,1,1,0,"{""I"":1}",4,3
scaffold_changing_analogue,2,2,-1,0,0,"{""C"":2}",4,3
scaffold_changing_analogue,2,2,-1,1,0,"{""C"":1,""N"":1}",4,3
scaffold_changing_analogue,2,2,0,0,0,"{""Br"":1,""C"":2,""O"":-1}",4,3
scaffold_changing_analogue,2,2,0,0,0,"{""C"":2,""F"":-1,""N"":1}",4,3
scaffold_changing_analogue,2,2,0,1,-1,"{""C"":1,""Cl"":-1,""O"":2}",4,3
scaffold_changing_analogue,2,3,1,0,0,"{""C"":2,""Cl"":-1,""S"":1}",4,3
scaffold_changing_analogue,2,3,1,0,0,"{""C"":2,""N"":-1,""O"":1}",4,3
scaffold_changing_analogue,2,3,1,0,0,"{""C"":2,""N"":1,""O"":-2,""S"":1}",4,3
scaffold_changing_analogue,2,3,2,0,0,"{""C"":2,""N"":1,""O"":-1}",4,3
scaffold_changing_analogue,3,3,0,2,-1,"{""C"":1,""O"":1,""S"":1}",4,3
scaffold_changing_analogue,3,3,0,3,0,"{""F"":3}",4,3
scaffold_changing_analogue,3,4,1,0,-1,"{""C"":3}",4,3
scaffold_changing_analogue,3,4,1,0,0,"{""C"":3,""Cl"":-1,""O"":1}",4,3
scaffold_changing_analogue,3,4,2,0,0,"{""C"":3}",4,3
scaffold_changing_analogue,4,5,1,2,0,"{""C"":2,""Cl"":1,""N"":1}",4,3
scaffold_preserving_non_mmp_analogue,-1,-1,0,0,0,"{""Br"":-1,""C"":-1,""Cl"":1,""I"":1,""N"":-1}",4,2
scaffold_preserving_non_mmp_analogue,0,0,0,0,-1,"{""Br"":-1,""O"":1}",4,2
scaffold_preserving_non_mmp_analogue,0,0,0,0,0,"{""B"":-1,""Si"":1}",4,2
scaffold_preserving_non_mmp_analogue,0,0,0,0,0,"{""I"":-1,""Si"":1}",4,2
acyclic_non_mmp_analogue,-3,-3,0,-1,0,"{""C"":-2,""O"":-1}",4,2
acyclic_non_mmp_analogue,-1,-1,0,-1,0,"{""I"":-1}",4,2
acyclic_non_mmp_analogue,0,0,0,-1,0,"{""C"":1,""F"":-2,""N"":1}",4,2
acyclic_non_mmp_analogue,0,0,0,0,0,"{""Cl"":-1,""F"":1}",4,2
acyclic_non_mmp_analogue,0,0,0,0,0,"{""I"":-1,""P"":1}",4,2
acyclic_non_mmp_analogue,0,0,0,1,1,"{""C"":-1,""P"":1}",4,2
scaffold_changing_analogue,-6,-7,-1,-1,-1,"{""C"":-5,""S"":-1}",4,2
scaffold_changing_analogue,-5,-5,0,-4,0,"{""C"":-1,""N"":-1,""O"":-2,""S"":-1}",4,2
scaffold_changing_analogue,-4,-5,-1,-1,0,"{""C"":-3,""F"":1,""N"":-2}",4,2
scaffold_changing_analogue,-4,-5,-1,1,-1,"{""C"":-5,""F"":-1,""O"":2}",4,2
scaffold_changing_analogue,-2,-3,-1,-1,0,"{""C"":-1,""S"":-1}",4,2
scaffold_changing_analogue,-1,-2,-2,0,0,"{""C"":-1}",4,2
scaffold_changing_analogue,-1,-2,-1,-1,0,"{""N"":-2,""O"":1}",4,2
scaffold_changing_analogue,-1,-1,0,2,0,"{""C"":-3,""N"":1,""S"":1}",4,2
scaffold_changing_analogue,-1,-1,1,0,0,"{""C"":-1,""O"":-1,""S"":1}",4,2
scaffold_changing_analogue,0,-1,-1,0,0,"{""Cl"":1,""O"":-1}",4,2
scaffold_changing_analogue,0,-1,0,0,0,{},4,2
scaffold_changing_analogue,0,0,-1,-1,0,"{""C"":1,""O"":-1}",4,2
scaffold_changing_analogue,0,0,0,-1,0,"{""C"":1,""O"":-1,""P"":-1,""S"":1}",4,2
scaffold_changing_analogue,1,1,0,0,0,"{""C"":1,""I"":-1,""S"":1}",4,2
scaffold_changing_analogue,1,1,0,0,0,"{""C"":1,""P"":1,""Si"":-1}",4,2
scaffold_changing_analogue,1,1,0,0,1,"{""C"":1,""Cl"":-1,""N"":1}",4,2
scaffold_changing_analogue,1,1,0,1,-2,"{""O"":1}",4,2
scaffold_changing_analogue,1,1,0,1,0,"{""O"":1,""P"":-1,""S"":1}",4,2
scaffold_changing_analogue,1,1,1,0,0,"{""B"":1,""C"":1,""Si"":-1}",4,2
scaffold_changing_analogue,2,2,0,0,0,"{""Br"":1,""C"":2,""S"":-1}",4,2
scaffold_changing_analogue,2,2,0,0,0,"{""C"":2,""Cl"":-1,""F"":1}",4,2
scaffold_changing_analogue,2,2,0,2,0,"{""B"":1,""N"":1}",4,2
scaffold_changing_analogue,2,2,0,2,0,"{""Cl"":1,""O"":1}",4,2
scaffold_changing_analogue,2,3,1,-1,0,"{""C"":3,""F"":-2,""S"":1}",4,2
scaffold_changing_analogue,3,4,1,1,-1,"{""C"":2,""N"":1}",4,2
scaffold_preserving_non_mmp_analogue,0,0,0,0,1,"{""I"":-1,""N"":1}",4,1
acyclic_non_mmp_analogue,-1,-1,0,-1,0,"{""B"":-1}",4,1
acyclic_non_mmp_analogue,0,0,0,0,0,"{""B"":-1,""F"":1}",4,1
acyclic_non_mmp_analogue,0,0,0,0,0,"{""Br"":2,""Cl"":-1,""I"":-1}",4,1
acyclic_non_mmp_analogue,0,0,0,0,0,"{""I"":-1,""S"":1}",4,1
acyclic_non_mmp_analogue,1,1,0,0,0,"{""C"":1,""Cl"":-1,""O"":1}",4,1
acyclic_non_mmp_analogue,1,1,0,1,0,"{""Br"":1,""F"":1,""I"":-1}",4,1
scaffold_changing_analogue,-16,-18,-2,-4,0,"{""C"":-12,""F"":-1,""N"":-2,""O"":-1}",4,1
scaffold_changing_analogue,-3,-4,-1,0,0,"{""C"":-3,""Cl"":-1,""F"":2,""S"":-1}",4,1
scaffold_changing_analogue,-1,-1,0,-1,-1,"{""O"":-1,""P"":-1,""Si"":1}",4,1
scaffold_changing_analogue,-1,-1,0,-1,0,"{""Cl"":1,""F"":-3,""O"":1}",4,1
scaffold_changing_analogue,0,0,0,-1,-1,"{""B"":1,""C"":1,""O"":-1,""P"":-1}",4,1
scaffold_changing_analogue,0,0,0,-1,-1,"{""C"":1,""Cl"":-1,""P"":1,""S"":-1}",4,1
scaffold_changing_analogue,0,0,0,0,-1,"{""B"":1,""P"":-1}",4,1
scaffold_changing_analogue,0,0,0,0,0,"{""B"":-1,""O"":1}",4,1
scaffold_changing_analogue,0,0,0,0,0,"{""B"":-2,""Cl"":-1,""O"":1,""Si"":2}",4,1
scaffold_changing_analogue,0,0,0,0,0,"{""Cl"":-1,""N"":1,""P"":1,""S"":-1}",4,1
scaffold_changing_analogue,0,0,0,0,1,"{""B"":1,""O"":-1}",4,1
scaffold_changing_analogue,0,0,0,1,1,"{""C"":-1,""N"":1,""O"":1,""S"":-1}",4,1
scaffold_changing_analogue,1,1,-1,0,0,"{""C"":1,""O"":1,""S"":-1}",4,1
scaffold_changing_analogue,1,1,0,0,0,"{""C"":1,""I"":-1,""Si"":1}",4,1
scaffold_changing_analogue,1,1,0,0,0,"{""C"":1,""N"":1,""P"":1,""S"":-2}",4,1
scaffold_changing_analogue,1,1,0,0,0,"{""C"":1,""S"":1,""Si"":-1}",4,1
scaffold_changing_analogue,2,3,1,2,0,"{""N"":1,""Si"":1}",4,1
scaffold_changing_analogue,3,3,0,1,0,"{""C"":2,""Cl"":-1,""F"":2}",4,1
scaffold_preserving_non_mmp_analogue,-5,-5,0,-4,0,"{""C"":-1,""N"":-1,""O"":-2,""S"":-1}",3,3
scaffold_preserving_non_mmp_analogue,-3,-3,0,-3,0,"{""O"":-2,""S"":-1}",3,3
scaffold_preserving_non_mmp_analogue,-3,-3,0,-2,1,"{""C"":-1,""O"":-2}",3,3
scaffold_preserving_non_mmp_analogue,-2,-2,0,-2,0,"{""F"":-3,""N"":1}",3,3
scaffold_preserving_non_mmp_analogue,-2,-2,0,-2,0,"{""F"":-3,""O"":1}",3,3
scaffold_preserving_non_mmp_analogue,-2,-2,0,-2,0,"{""O"":-1,""S"":-1}",3,3
scaffold_preserving_non_mmp_analogue,-2,-2,0,-1,0,"{""Br"":-1,""C"":-1}",3,3
scaffold_preserving_non_mmp_analogue,-2,-2,0,-1,0,"{""Br"":1,""C"":-1,""N"":-1,""O"":-1}",3,3
scaffold_preserving_non_mmp_analogue,-2,-2,0,-1,0,"{""C"":-1,""S"":-1}",3,3
scaffold_preserving_non_mmp_analogue,-1,-1,0,-1,-1,"{""S"":-1}",3,3
scaffold_preserving_non_mmp_analogue,-1,-1,0,-1,0,"{""Si"":-1}",3,3
scaffold_preserving_non_mmp_analogue,-1,-1,0,1,0,"{""C"":-2,""S"":1}",3,3
scaffold_preserving_non_mmp_analogue,-1,-1,0,1,0,"{""C"":-2,""Si"":1}",3,3
scaffold_preserving_non_mmp_analogue,0,0,0,0,0,"{""Cl"":-1,""I"":1}",3,3
scaffold_preserving_non_mmp_analogue,0,0,0,0,0,"{""Cl"":-1,""Si"":1}",3,3
scaffold_preserving_non_mmp_analogue,0,0,0,0,0,"{""F"":1,""I"":-1}",3,3
scaffold_preserving_non_mmp_analogue,0,0,0,0,1,"{""Br"":1,""O"":-1}",3,3
scaffold_preserving_non_mmp_analogue,1,1,0,0,0,"{""Br"":1,""C"":1,""Cl"":-1}",3,3
scaffold_preserving_non_mmp_analogue,1,1,0,0,0,"{""C"":1,""N"":1,""S"":-1}",3,3
scaffold_preserving_non_mmp_analogue,1,1,0,0,1,"{""C"":1,""F"":1,""O"":-1}",3,3
scaffold_preserving_non_mmp_analogue,1,1,0,1,-1,"{""N"":1}",3,3
scaffold_preserving_non_mmp_analogue,1,1,0,1,0,"{""B"":1,""Br"":-1,""O"":1}",3,3
scaffold_preserving_non_mmp_analogue,1,1,0,1,0,"{""Cl"":1,""F"":-1,""O"":1}",3,3
scaffold_preserving_non_mmp_analogue,1,1,0,1,1,"{""S"":1}",3,3
scaffold_preserving_non_mmp_analogue,2,2,0,1,0,"{""C"":1,""I"":1}",3,3
scaffold_preserving_non_mmp_analogue,2,2,0,1,0,"{""C"":1,""N"":-1,""O"":2}",3,3
scaffold_preserving_non_mmp_analogue,3,3,0,1,0,"{""C"":2,""N"":1}",3,3
acyclic_non_mmp_analogue,-4,-4,0,-1,0,"{""C"":-3,""O"":-1}",3,3
acyclic_non_mmp_analogue,-3,-3,0,-2,0,"{""C"":-1,""F"":-2}",3,3
acyclic_non_mmp_analogue,-1,-1,0,0,0,"{""B"":1,""C"":-1,""O"":-1}",3,3
acyclic_non_mmp_analogue,-1,-1,0,0,0,"{""Br"":1,""C"":-1,""N"":-1}",3,3
acyclic_non_mmp_analogue,0,0,0,0,0,"{""Br"":1,""F"":-1}",3,3
acyclic_non_mmp_analogue,0,0,0,0,0,"{""F"":-1,""N"":1}",3,3
acyclic_non_mmp_analogue,0,0,0,0,0,"{""N"":-1,""P"":1}",3,3
acyclic_non_mmp_analogue,0,0,0,0,1,"{""O"":-1,""S"":1}",3,3
acyclic_non_mmp_analogue,1,1,0,0,0,"{""C"":1,""F"":1,""O"":-1}",3,3
scaffold_changing_analogue,-20,-23,-3,-6,0,"{""C"":-14,""N"":-5,""O"":-1}",3,3
scaffold_changing_analogue,-19,-21,-2,-6,0,"{""C"":-13,""N"":-4,""O"":-1,""S"":-1}",3,3
scaffold_changing_analogue,-19,-21,-2,-5,-1,"{""C"":-14,""N"":-4,""O"":-1}",3,3
scaffold_changing_analogue,-18,-20,-2,-6,0,"{""C"":-12,""N"":-4,""O"":-2}",3,3
scaffold_changing_analogue,-18,-20,-2,-5,-1,"{""C"":-13,""N"":-3,""O"":-2}",3,3
scaffold_changing_analogue,-17,-20,-3,-3,0,"{""C"":-14,""N"":-2,""O"":-1}",3,3
scaffold_changing_analogue,-16,-18,-2,-5,0,"{""C"":-11,""N"":-2,""O"":-3}",3,3
scaffold_changing_analogue,-16,-18,-2,-5,0,"{""C"":-11,""N"":-3,""O"":-2}",3,3
scaffold_changing_analogue,-16,-18,-2,-3,0,"{""C"":-13,""N"":-2,""O"":-1}",3,3
scaffold_changing_analogue,-16,-17,-1,-3,0,"{""Br"":1,""C"":-13,""N"":-2,""O"":-2}",3,3
scaffold_changing_analogue,-14,-15,-1,-3,0,"{""C"":-11,""N"":-2,""O"":-1}",3,3
scaffold_changing_analogue,-13,-15,-2,-2,0,"{""C"":-11,""N"":-2}",3,3
scaffold_changing_analogue,-13,-14,-1,-3,-1,"{""C"":-10,""N"":-2,""O"":-1}",3,3
scaffold_changing_analogue,-13,-14,-1,-2,0,"{""C"":-11,""N"":-1,""O"":-1}",3,3
scaffold_changing_analogue,-12,-13,-1,-3,-1,"{""C"":-9,""N"":-2,""O"":-1}",3,3
scaffold_changing_analogue,-11,-12,-1,-4,0,"{""C"":-7,""F"":-3,""N"":-1}",3,3
scaffold_changing_analogue,-11,-12,-1,-4,0,"{""C"":-7,""N"":-2,""O"":-2}",3,3
scaffold_changing_analogue,-11,-12,-1,-4,0,"{""C"":-7,""N"":-3,""O"":-1}",3,3
scaffold_changing_analogue,-10,-12,-2,-1,0,"{""C"":-9,""O"":-1}",3,3
scaffold_changing_analogue,-10,-11,-1,-4,0,"{""C"":-6,""N"":-2,""O"":-1,""S"":-1}",3,3
scaffold_changing_analogue,-10,-11,-1,-3,0,"{""C"":-7,""O"":-3}",3,3
scaffold_changing_analogue,-10,-11,-1,-1,0,"{""C"":-9,""N"":-1}",3,3
scaffold_changing_analogue,-9,-11,-2,-1,0,"{""C"":-8,""N"":-1}",3,3
scaffold_changing_analogue,-9,-10,-1,-3,0,"{""C"":-6,""O"":-2,""S"":-1}",3,3
scaffold_changing_analogue,-8,-10,-2,-2,0,"{""C"":-6,""N"":-2}",3,3
scaffold_changing_analogue,-8,-9,-1,-3,0,"{""C"":-5,""N"":-1,""O"":-2}",3,3
scaffold_changing_analogue,-8,-9,-1,-2,-1,"{""C"":-6,""N"":-1,""O"":-1}",3,3
scaffold_changing_analogue,-8,-9,-1,-2,0,"{""C"":-6,""Cl"":-1,""F"":-1}",3,3
scaffold_changing_analogue,-8,-9,-1,-1,0,"{""C"":-7,""Cl"":-1}",3,3
scaffold_changing_analogue,-8,-9,-1,0,0,"{""C"":-8,""N"":-1,""O"":1}",3,3
scaffold_changing_analogue,-8,-8,0,-2,0,"{""C"":-6,""N"":-1,""O"":-1}",3,3
scaffold_changing_analogue,-7,-8,-1,-2,0,"{""C"":-5,""Cl"":-1,""N"":-1}",3,3
scaffold_changing_analogue,-7,-8,-1,-1,0,"{""Br"":-1,""C"":-6}",3,3
scaffold_changing_analogue,-7,-8,-1,-1,0,"{""C"":-6,""S"":-1}",3,3
scaffold_changing_analogue,-6,-7,-1,-2,0,"{""C"":-4,""N"":-1,""S"":-1}",3,3
scaffold_changing_analogue,-6,-7,-1,-1,0,"{""C"":-5,""F"":-1}",3,3
scaffold_changing_analogue,-6,-7,-1,-1,0,"{""C"":-5,""N"":-2,""O"":1}",3,3
scaffold_changing_analogue,-6,-7,-1,0,-1,"{""C"":-6}",3,3
scaffold_changing_analogue,-6,-7,-1,0,0,"{""C"":-6,""Cl"":-1,""O"":1}",3,3
scaffold_changing_analogue,-6,-6,0,-1,0,"{""C"":-5,""F"":-1}",3,3
scaffold_changing_analogue,-5,-6,-1,-3,0,"{""C"":-2,""N"":-2,""S"":-1}",3,3
scaffold_changing_analogue,-5,-6,-1,-1,0,"{""C"":-4,""F"":-1}",3,3
scaffold_changing_analogue,-5,-6,-1,-1,0,"{""C"":-4,""N"":-2,""O"":1}",3,3
scaffold_changing_analogue,-5,-5,0,-1,0,"{""C"":-4,""Cl"":-1}",3,3
scaffold_changing_analogue,-4,-5,-1,-2,0,"{""C"":-2,""N"":-2,""O"":1,""S"":-1}",3,3
scaffold_changing_analogue,-4,-5,-1,-1,0,"{""Br"":1,""C"":-3,""N"":-1,""S"":-1}",3,3
scaffold_changing_analogue,-4,-5,-1,2,-1,"{""C"":-6,""O"":2}",3,3
scaffold_changing_analogue,-4,-5,-1,2,0,"{""C"":-6,""N"":1,""O"":1}",3,3
scaffold_changing_analogue,-4,-4,0,-3,0,"{""C"":-1,""O"":-2,""S"":-1}",3,3
scaffold_changing_analogue,-4,-4,0,-2,0,"{""C"":-2,""Cl"":-1,""N"":-1}",3,3
scaffold_changing_analogue,-4,-4,0,-1,0,"{""C"":-3,""S"":-1}",3,3
scaffold_changing_analogue,-3,-4,-1,-2,0,"{""C"":-1,""N"":-2,""O"":1,""S"":-1}",3,3
scaffold_changing_analogue,-3,-4,-1,0,0,"{""Br"":1,""C"":-3,""O"":-1}",3,3
scaffold_changing_analogue,-3,-4,-1,0,0,"{""C"":-3,""N"":1,""S"":-1}",3,3
scaffold_changing_analogue,-3,-3,0,-3,1,"{""O"":-2,""S"":-1}",3,3
scaffold_changing_analogue,-3,-3,0,-1,0,"{""Br"":-1,""C"":-2}",3,3
scaffold_changing_analogue,-3,-3,0,-1,0,"{""C"":-2,""N"":-2,""O"":1}",3,3
scaffold_changing_analogue,-3,-3,0,-1,0,"{""C"":-2,""N"":-2,""S"":1}",3,3
scaffold_changing_analogue,-3,-3,0,1,0,"{""C"":-4,""N"":1}",3,3
scaffold_changing_analogue,-2,-3,-1,-1,-1,"{""C"":-1,""N"":-3,""O"":2}",3,3
scaffold_changing_analogue,-2,-3,-1,-1,0,"{""C"":-1,""N"":-2,""O"":1}",3,3
scaffold_changing_analogue,-2,-3,-1,0,0,"{""C"":-2,""N"":1,""O"":-1}",3,3
scaffold_changing_analogue,-2,-2,0,-3,0,"{""C"":1,""N"":-3}",3,3
scaffold_changing_analogue,-2,-2,0,-2,0,"{""F"":-3,""N"":1}",3,3
scaffold_changing_analogue,-2,-2,0,-1,0,"{""C"":-1,""F"":-2,""O"":1}",3,3
scaffold_changing_analogue,-2,-2,0,-1,0,"{""C"":-1,""N"":-1,""O"":1,""S"":-1}",3,3
scaffold_changing_analogue,-2,-2,0,-1,0,"{""C"":-1,""O"":-1,""P"":1,""S"":-1}",3,3
scaffold_changing_analogue,-2,-2,0,-1,1,"{""Br"":1,""C"":-1,""O"":-2}",3,3
scaffold_changing_analogue,-2,-2,0,-1,1,"{""C"":-1,""N"":1,""O"":-2}",3,3
scaffold_changing_analogue,-2,-2,0,-1,1,"{""C"":-1,""S"":-1}",3,3
scaffold_changing_analogue,-2,-2,0,0,0,"{""C"":-2,""N"":1,""S"":-1}",3,3
scaffold_changing_analogue,-2,-2,0,1,1,"{""C"":-3,""N"":1}",3,3
scaffold_changing_analogue,-2,-1,1,-1,0,"{""C"":-1,""O"":-1}",3,3
scaffold_changing_analogue,-1,-2,-1,-1,0,"{""N"":-4,""O"":2,""S"":1}",3,3
scaffold_changing_analogue,-1,-2,-1,1,0,"{""C"":-2,""P"":1}",3,3
scaffold_changing_analogue,-1,-1,0,-2,-1,"{""C"":1,""O"":-1,""S"":-1}",3,3
scaffold_changing_analogue,-1,-1,0,-2,0,"{""C"":1,""F"":-3,""O"":1}",3,3
scaffold_changing_analogue,-1,-1,0,-1,0,"{""F"":-3,""N"":1,""O"":1}",3,3
scaffold_changing_analogue,-1,-1,0,-1,0,"{""F"":-3,""O"":2}",3,3
scaffold_changing_analogue,-1,-1,0,-1,0,"{""I"":-1}",3,3
scaffold_changing_analogue,-1,-1,0,0,0,"{""Br"":-1,""C"":-1,""N"":1}",3,3
scaffold_changing_analogue,-1,-1,0,0,0,"{""Br"":-1,""C"":-1,""O"":1}",3,3
scaffold_changing_analogue,-1,-1,0,1,0,"{""B"":1,""C"":-2}",3,3
scaffold_changing_analogue,-1,-1,1,-1,0,"{""B"":1,""O"":-1,""S"":-1}",3,3
scaffold_changing_analogue,-1,-1,1,-1,0,"{""Br"":-1}",3,3
scaffold_changing_analogue,-1,-1,1,0,-1,"{""C"":-1}",3,3
scaffold_changing_analogue,-1,-1,1,0,0,"{""C"":-1,""P"":1,""S"":-1}",3,3
scaffold_changing_analogue,-1,0,1,-2,0,"{""C"":1,""F"":-2}",3,3
scaffold_changing_analogue,0,-1,-1,2,0,"{""C"":-2,""F"":2}",3,3
scaffold_changing_analogue,0,0,0,-1,0,"{""C"":1,""Cl"":-1,""N"":-1,""O"":1}",3,3
scaffold_changing_analogue,0,0,0,0,-2,"{""N"":-1,""O"":1}",3,3
scaffold_changing_analogue,0,0,0,0,0,"{""B"":1,""F"":-1}",3,3
scaffold_changing_analogue,0,0,0,0,0,"{""B"":1,""Si"":-1}",3,3
scaffold_changing_analogue,0,0,0,0,0,"{""Cl"":-1,""I"":1}",3,3
scaffold_changing_analogue,0,0,0,0,0,"{""Cl"":1,""F"":-2,""O"":1}",3,3
scaffold_changing_analogue,0,0,0,0,0,"{""F"":-1,""I"":1}",3,3
scaffold_changing_analogue,0,0,0,0,0,"{""S"":1,""Si"":-1}",3,3
scaffold_changing_analogue,0,0,0,0,1,"{""Br"":-1,""N"":1}",3,3
scaffold_changing_analogue,0,0,0,1,0,"{""Br"":-1,""C"":-1,""Cl"":1,""N"":1}",3,3
scaffold_changing_analogue,0,0,0,1,0,"{""C"":-1,""F"":-1,""O"":1,""P"":1}",3,3
scaffold_changing_analogue,0,0,0,1,1,"{""C"":-1,""N"":2,""O"":-1}",3,3
scaffold_changing_analogue,0,0,0,2,0,"{""C"":-2,""N"":1,""S"":1}",3,3
scaffold_changing_analogue,0,0,0,2,0,"{""C"":-2,""O"":1,""P"":1}",3,3
scaffold_changing_analogue,0,0,1,1,-1,"{""C"":-1,""O"":1}",3,3
scaffold_changing_analogue,1,0,-1,1,0,"{""O"":1}",3,3
scaffold_changing_analogue,1,1,0,0,-1,"{""Br"":-1,""C"":1,""O"":1}",3,3
scaffold_changing_analogue,1,1,0,0,-1,"{""C"":1,""Cl"":-1,""O"":1}",3,3
scaffold_changing_analogue,1,1,0,0,-1,"{""C"":1,""O"":1,""S"":-1}",3,3
scaffold_changing_analogue,1,1,0,0,0,"{""C"":1,""I"":1,""N"":-1}",3,3
scaffold_changing_analogue,1,1,0,0,0,"{""C"":1,""I"":1,""N"":1,""O"":-1,""S"":-1}",3,3
scaffold_changing_analogue,1,1,0,1,0,"{""Br"":1,""N"":1,""O"":-1}",3,3
scaffold_changing_analogue,1,1,0,1,0,"{""F"":-1,""O"":2}",3,3
scaffold_changing_analogue,1,1,0,1,0,"{""N"":1,""O"":-1,""S"":1}",3,3
scaffold_changing_analogue,1,1,0,2,0,"{""C"":-1,""Cl"":1,""N"":1}",3,3
scaffold_changing_analogue,1,1,1,0,0,"{""C"":1,""N"":-1,""O"":1}",3,3
scaffold_changing_analogue,1,1,3,0,0,"{""C"":1}",3,3
scaffold_changing_analogue,1,2,1,-1,0,"{""C"":2,""F"":-3,""N"":1,""O"":1}",3,3
scaffold_changing_analogue,1,2,1,0,-1,"{""C"":1}",3,3
