chemical_category,delta_heavy_atom_count,delta_bond_count,delta_ring_count,delta_heteroatom_count,delta_formal_charge,element_count_delta_json,candidate_count,seed_count
scaffold_changing_analogue,1,2,2,-1,0,"{""C"":2,""O"":-1}",3,3
scaffold_changing_analogue,2,2,0,1,-1,"{""C"":1,""N"":1}",3,3
scaffold_changing_analogue,2,2,0,1,0,"{""C"":1,""F"":-1,""O"":1,""S"":1}",3,3
scaffold_changing_analogue,2,2,0,1,0,"{""C"":1,""O"":2,""S"":-1}",3,3
scaffold_changing_analogue,2,2,0,2,0,"{""O"":1,""Si"":1}",3,3
scaffold_changing_analogue,2,2,1,1,1,"{""C"":1,""N"":1}",3,3
scaffold_changing_analogue,2,3,1,-1,0,"{""C"":3,""F"":-2,""N"":1}",3,3
scaffold_changing_analogue,2,3,1,0,-1,"{""C"":2}",3,3
scaffold_changing_analogue,2,3,1,0,0,"{""C"":2,""F"":-1,""S"":1}",3,3
scaffold_changing_analogue,3,3,0,1,0,"{""C"":2,""F"":2,""N"":-1}",3,3
scaffold_changing_analogue,3,3,0,2,0,"{""C"":1,""N"":2}",3,3
scaffold_changing_analogue,3,3,0,2,0,"{""C"":1,""O"":1,""P"":1}",3,3
scaffold_changing_analogue,3,4,1,0,1,"{""C"":3}",3,3
scaffold_changing_analogue,4,5,1,1,0,"{""C"":3,""N"":2,""O"":-1}",3,3
scaffold_changing_analogue,5,6,1,1,0,"{""C"":4,""O"":1}",3,3
scaffold_changing_analogue,5,6,1,1,0,"{""C"":4,""S"":1}",3,3
scaffold_preserving_non_mmp_analogue,-3,-3,0,-2,-1,"{""C"":-1,""F"":-3,""O"":1}",3,2
scaffold_preserving_non_mmp_analogue,-2,-2,0,-3,0,"{""C"":1,""N"":-1,""O"":-2}",3,2
scaffold_preserving_non_mmp_analogue,-1,-1,0,-1,0,"{""Br"":1,""F"":-2}",3,2
scaffold_preserving_non_mmp_analogue,-1,-1,0,-1,0,"{""F"":-2,""S"":1}",3,2
scaffold_preserving_non_mmp_analogue,-1,-1,0,0,0,"{""C"":-1,""N"":-1,""P"":1}",3,2
scaffold_preserving_non_mmp_analogue,0,0,0,-1,0,"{""C"":1,""F"":-2,""N"":1}",3,2
scaffold_preserving_non_mmp_analogue,0,0,0,0,-1,"{""I"":-1,""S"":1}",3,2
scaffold_preserving_non_mmp_analogue,0,0,0,0,0,"{""S"":1,""Si"":-1}",3,2
scaffold_preserving_non_mmp_analogue,0,0,0,0,1,"{""P"":1,""S"":-1}",3,2
scaffold_preserving_non_mmp_analogue,1,1,0,0,0,"{""B"":1,""C"":1,""Si"":-1}",3,2
scaffold_preserving_non_mmp_analogue,1,1,0,0,0,"{""C"":1,""Cl"":-1,""F"":1}",3,2
scaffold_preserving_non_mmp_analogue,1,1,0,0,0,"{""C"":1,""P"":1,""S"":-1}",3,2
scaffold_preserving_non_mmp_analogue,2,2,0,1,0,"{""C"":1,""Cl"":-1,""O"":1,""S"":1}",3,2
scaffold_preserving_non_mmp_analogue,2,2,0,1,0,"{""C"":1,""F"":-1,""O"":1,""S"":1}",3,2
scaffold_preserving_non_mmp_analogue,2,2,0,2,-1,"{""O"":1,""S"":1}",3,2
scaffold_preserving_non_mmp_analogue,2,2,0,2,0,"{""O"":2}",3,2
acyclic_non_mmp_analogue,-2,-2,0,-2,0,"{""N"":-1,""O"":-1}",3,2
acyclic_non_mmp_analogue,-1,-1,0,0,0,"{""Br"":1,""C"":-1,""O"":-1}",3,2
acyclic_non_mmp_analogue,-1,-1,0,0,0,"{""C"":-1,""N"":-1,""P"":1}",3,2
acyclic_non_mmp_analogue,-1,-1,0,0,0,"{""C"":-1,""N"":1,""S"":-1}",3,2
acyclic_non_mmp_analogue,0,0,0,0,0,"{""Br"":1,""Cl"":-1}",3,2
acyclic_non_mmp_analogue,0,0,0,0,0,"{""Br"":1,""S"":-1}",3,2
acyclic_non_mmp_analogue,0,0,0,0,0,"{""Cl"":-1,""S"":1}",3,2
acyclic_non_mmp_analogue,0,0,0,0,1,"{""Cl"":1,""O"":-1}",3,2
acyclic_non_mmp_analogue,1,1,0,0,0,"{""C"":1,""I"":-1,""S"":1}",3,2
acyclic_non_mmp_analogue,1,1,0,0,1,"{""C"":1,""N"":1,""O"":-1}",3,2
acyclic_non_mmp_analogue,1,1,0,1,0,"{""Br"":1}",3,2
acyclic_non_mmp_analogue,2,2,0,2,0,"{""N"":1,""O"":1}",3,2
scaffold_changing_analogue,-14,-15,-1,-4,0,"{""C"":-10,""F"":-1,""N"":-1,""O"":-2}",3,2
scaffold_changing_analogue,-12,-14,-2,-5,0,"{""C"":-7,""N"":-5}",3,2
scaffold_changing_analogue,-11,-13,-2,-2,0,"{""C"":-9,""N"":-2}",3,2
scaffold_changing_analogue,-10,-12,-2,-1,0,"{""C"":-9,""N"":-1}",3,2
scaffold_changing_analogue,-8,-9,-1,-2,0,"{""Br"":-1,""C"":-6,""F"":-1}",3,2
scaffold_changing_analogue,-7,-8,-1,-1,-1,"{""C"":-6,""F"":-1}",3,2
scaffold_changing_analogue,-7,-7,0,-3,0,"{""C"":-4,""N"":-1,""O"":-1,""S"":-1}",3,2
scaffold_changing_analogue,-5,-6,-1,0,-1,"{""C"":-5,""N"":-1,""O"":1}",3,2
scaffold_changing_analogue,-5,-6,-1,0,0,"{""C"":-5,""F"":-1,""N"":1}",3,2
scaffold_changing_analogue,-4,-5,-1,-1,0,"{""Br"":1,""C"":-3,""N"":-1,""O"":-1}",3,2
scaffold_changing_analogue,-4,-5,-1,0,0,"{""Br"":1,""C"":-4,""S"":-1}",3,2
scaffold_changing_analogue,-4,-5,-1,0,0,"{""C"":-4,""F"":1,""N"":-1}",3,2
scaffold_changing_analogue,-4,-5,-1,0,0,"{""C"":-4,""N"":1,""S"":-1}",3,2
scaffold_changing_analogue,-4,-4,0,-2,0,"{""C"":-2,""F"":-1,""N"":-1}",3,2
scaffold_changing_analogue,-4,-4,0,-2,0,"{""C"":-2,""N"":-1,""S"":-1}",3,2
scaffold_changing_analogue,-4,-4,0,0,-1,"{""C"":-4}",3,2
scaffold_changing_analogue,-4,-4,0,0,0,"{""C"":-4,""F"":-1,""O"":1}",3,2
scaffold_changing_analogue,-4,-4,0,0,0,"{""C"":-4,""N"":-1,""S"":1}",3,2
scaffold_changing_analogue,-3,-4,-1,-1,0,"{""C"":-2,""N"":-1,""O"":1,""S"":-1}",3,2
scaffold_changing_analogue,-3,-4,-1,0,0,"{""C"":-3,""F"":1,""O"":-1}",3,2
scaffold_changing_analogue,-3,-4,-1,1,0,"{""C"":-4,""F"":1}",3,2
scaffold_changing_analogue,-3,-3,0,-4,0,"{""C"":1,""N"":-4}",3,2
scaffold_changing_analogue,-3,-3,0,-3,0,"{""N"":-2,""S"":-1}",3,2
scaffold_changing_analogue,-3,-3,0,-2,0,"{""C"":-1,""F"":-1,""O"":-1}",3,2
scaffold_changing_analogue,-3,-3,0,-1,0,"{""C"":-2,""N"":1,""O"":-2}",3,2
scaffold_changing_analogue,-2,-2,0,-2,1,"{""O"":-2}",3,2
scaffold_changing_analogue,-2,-2,0,0,0,"{""C"":-2,""O"":1,""S"":-1}",3,2
scaffold_changing_analogue,-1,-2,-1,0,-1,"{""C"":-1,""N"":-1,""O"":1}",3,2
scaffold_changing_analogue,-1,-1,0,1,-1,"{""C"":-2,""N"":1}",3,2
scaffold_changing_analogue,-1,0,1,-2,0,"{""C"":1,""N"":-1,""O"":-1}",3,2
scaffold_changing_analogue,-1,0,1,-1,-1,"{""N"":-1}",3,2
scaffold_changing_analogue,0,-1,-1,0,0,"{""N"":-1,""O"":1}",3,2
scaffold_changing_analogue,0,0,-1,0,-1,"{""N"":-1,""O"":1}",3,2
scaffold_changing_analogue,0,0,0,-1,-1,"{""C"":1,""N"":-2,""O"":1}",3,2
scaffold_changing_analogue,0,0,0,-1,0,"{""C"":1,""Cl"":-1,""N"":1,""O"":-1}",3,2
scaffold_changing_analogue,0,0,0,-1,0,"{""C"":1,""Cl"":-1,""P"":1,""S"":-1}",3,2
scaffold_changing_analogue,0,0,0,-1,1,"{""C"":1,""N"":-2,""S"":1}",3,2
scaffold_changing_analogue,0,0,0,0,-1,"{""N"":-1,""Si"":1}",3,2
scaffold_changing_analogue,0,0,0,0,0,"{""Cl"":1,""F"":-1,""N"":1,""S"":-1}",3,2
scaffold_changing_analogue,0,0,0,0,0,"{""Cl"":1,""F"":-1,""O"":1,""S"":-1}",3,2
scaffold_changing_analogue,0,0,0,1,-1,"{""C"":-1,""N"":-1,""O"":2}",3,2
scaffold_changing_analogue,0,0,0,1,0,"{""Br"":-1,""C"":-1,""Cl"":1,""S"":1}",3,2
scaffold_changing_analogue,0,0,0,1,0,"{""C"":-1,""I"":-1,""O"":1,""S"":1}",3,2
scaffold_changing_analogue,0,0,0,2,-1,"{""C"":-2,""O"":1,""S"":1}",3,2
scaffold_changing_analogue,0,0,1,0,0,"{""B"":1,""F"":-1}",3,2
scaffold_changing_analogue,0,0,1,0,0,"{""B"":1,""Si"":-1}",3,2
scaffold_changing_analogue,0,0,1,0,0,"{""Br"":1,""F"":-1}",3,2
scaffold_changing_analogue,0,0,1,0,0,"{""F"":-1,""N"":1}",3,2
scaffold_changing_analogue,0,1,1,-1,-1,"{""C"":1,""N"":-1}",3,2
scaffold_changing_analogue,1,1,0,0,0,"{""Br"":1,""C"":1,""N"":1,""O"":-1,""S"":-1}",3,2
scaffold_changing_analogue,1,1,0,0,0,"{""C"":1,""F"":1,""S"":-1}",3,2
scaffold_changing_analogue,1,1,0,0,0,"{""C"":1,""N"":-1,""Si"":1}",3,2
scaffold_changing_analogue,1,1,0,0,0,"{""C"":1,""P"":-1,""S"":1}",3,2
scaffold_changing_analogue,1,1,0,0,1,"{""C"":1,""O"":-1,""S"":1}",3,2
scaffold_changing_analogue,1,1,0,0,2,"{""C"":1,""N"":1,""O"":-1}",3,2
scaffold_changing_analogue,1,1,0,1,-1,"{""Cl"":1}",3,2
scaffold_changing_analogue,1,1,0,1,-1,"{""N"":1,""O"":1,""S"":-1}",3,2
scaffold_changing_analogue,1,1,0,1,0,"{""B"":1,""N"":1,""S"":-1}",3,2
scaffold_changing_analogue,1,1,0,1,0,"{""F"":-1,""N"":2}",3,2
scaffold_changing_analogue,1,1,0,1,0,"{""O"":2,""S"":-1}",3,2
scaffold_changing_analogue,1,1,0,1,1,"{""B"":1}",3,2
scaffold_changing_analogue,1,1,0,1,1,"{""F"":1}",3,2
scaffold_changing_analogue,1,1,0,2,-1,"{""C"":-1,""N"":1,""O"":1}",3,2
scaffold_changing_analogue,1,1,0,2,0,"{""C"":-1,""N"":-1,""O"":2,""S"":1}",3,2
scaffold_changing_analogue,1,1,0,2,0,"{""C"":-1,""N"":1,""Si"":1}",3,2
scaffold_changing_analogue,1,2,1,0,1,"{""C"":1,""F"":-1,""N"":1}",3,2
scaffold_changing_analogue,1,2,1,1,0,"{""O"":1}",3,2
scaffold_changing_analogue,2,2,0,0,0,"{""C"":2,""F"":-2,""N"":1,""O"":1}",3,2
scaffold_changing_analogue,2,2,0,1,0,"{""Br"":-1,""C"":1,""N"":1,""O"":1}",3,2
scaffold_changing_analogue,2,2,0,1,0,"{""C"":1,""Cl"":-1,""F"":1,""N"":1}",3,2
scaffold_changing_analogue,2,2,0,1,0,"{""C"":1,""F"":-1,""N"":2}",3,2
scaffold_changing_analogue,2,2,0,1,0,"{""C"":1,""O"":1,""P"":1,""S"":-1}",3,2
scaffold_changing_analogue,2,2,0,1,1,"{""C"":1,""N"":2,""O"":-1}",3,2
scaffold_changing_analogue,2,2,0,1,1,"{""C"":1,""S"":1}",3,2
scaffold_changing_analogue,2,2,0,2,-2,"{""O"":1,""S"":1}",3,2
scaffold_changing_analogue,2,3,1,-1,0,"{""C"":3,""F"":-2,""O"":1}",3,2
scaffold_changing_analogue,2,3,1,0,0,"{""Br"":-1,""C"":2,""O"":1}",3,2
scaffold_changing_analogue,2,3,1,0,0,"{""Br"":1,""C"":2,""N"":1,""O"":-2}",3,2
scaffold_changing_analogue,2,3,1,1,0,"{""C"":1,""N"":2,""O"":-1}",3,2
scaffold_changing_analogue,3,3,0,1,0,"{""C"":2,""N"":1,""O"":1,""S"":-1}",3,2
scaffold_changing_analogue,3,3,0,1,0,"{""C"":2,""O"":2,""S"":-1}",3,2
scaffold_preserving_non_mmp_analogue,-1,-1,0,-1,0,"{""F"":-1,""O"":1,""S"":-1}",3,1
scaffold_preserving_non_mmp_analogue,0,0,0,0,0,"{""B"":1,""I"":-1}",3,1
scaffold_preserving_non_mmp_analogue,0,0,0,0,0,"{""Br"":1,""S"":-1}",3,1
scaffold_preserving_non_mmp_analogue,1,1,0,1,-1,"{""N"":-1,""O"":1,""Si"":1}",3,1
scaffold_preserving_non_mmp_analogue,1,1,0,1,0,"{""Br"":1,""F"":1,""I"":-1}",3,1
scaffold_preserving_non_mmp_analogue,1,1,0,1,0,"{""O"":2,""P"":1,""S"":-2}",3,1
scaffold_preserving_non_mmp_analogue,1,1,0,1,1,"{""O"":2,""P"":1,""S"":-2}",3,1
scaffold_preserving_non_mmp_analogue,2,2,0,1,0,"{""C"":1,""F"":2,""O"":-1}",3,1
scaffold_preserving_non_mmp_analogue,2,2,0,2,0,"{""F"":1,""N"":-1,""O"":1,""S"":1}",3,1
scaffold_preserving_non_mmp_analogue,2,2,0,2,0,"{""I"":-1,""N"":1,""O"":2}",3,1
acyclic_non_mmp_analogue,-2,-2,0,-1,0,"{""Br"":-1,""C"":-1,""F"":1,""O"":-1}",3,1
acyclic_non_mmp_analogue,-1,-1,0,-1,-1,"{""N"":-1}",3,1
acyclic_non_mmp_analogue,-1,-1,0,-1,0,"{""Br"":1,""F"":-1,""I"":-1}",3,1
acyclic_non_mmp_analogue,-1,-1,0,-1,0,"{""O"":-1,""P"":-1,""Si"":1}",3,1
acyclic_non_mmp_analogue,0,0,0,0,0,"{""B"":-1,""Si"":1}",3,1
acyclic_non_mmp_analogue,0,0,0,0,0,"{""O"":1,""P"":1,""S"":-2}",3,1
acyclic_non_mmp_analogue,1,1,0,0,-1,"{""C"":1,""N"":-1,""O"":1}",3,1
acyclic_non_mmp_analogue,1,1,0,0,0,"{""Br"":-1,""C"":1,""F"":1,""O"":-1,""S"":1}",3,1
acyclic_non_mmp_analogue,1,1,0,1,0,"{""B"":1,""N"":1,""S"":-1}",3,1
acyclic_non_mmp_analogue,1,1,0,1,0,"{""O"":1,""S"":-1,""Si"":1}",3,1
acyclic_non_mmp_analogue,1,1,0,1,1,"{""O"":1,""P"":1,""S"":-1}",3,1
acyclic_non_mmp_analogue,2,2,0,1,0,"{""C"":1,""Si"":1}",3,1
acyclic_non_mmp_analogue,3,3,0,2,0,"{""C"":1,""N"":1,""O"":1}",3,1
scaffold_changing_analogue,-6,-7,-1,0,0,"{""C"":-6,""O"":-1,""S"":1}",3,1
scaffold_changing_analogue,-5,-5,0,-4,0,"{""C"":-1,""N"":-4}",3,1
scaffold_changing_analogue,-3,-3,0,-2,0,"{""C"":-1,""F"":-1,""N"":-1}",3,1
scaffold_changing_analogue,-2,-3,-1,-2,0,"{""N"":-1,""S"":-1}",3,1
scaffold_changing_analogue,-2,-2,0,-1,0,"{""Br"":-1,""C"":-1,""I"":1,""N"":-1}",3,1
scaffold_changing_analogue,-2,-2,0,0,0,"{""C"":-2,""N"":-1,""P"":1}",3,1
scaffold_changing_analogue,-1,-2,0,0,0,"{""C"":-1,""N"":-1,""O"":1}",3,1
scaffold_changing_analogue,-1,-1,0,-2,0,"{""C"":1,""Cl"":-1,""O"":-1,""P"":1,""S"":-1}",3,1
scaffold_changing_analogue,-1,-1,0,-1,0,"{""B"":-1,""S"":-1,""Si"":1}",3,1
scaffold_changing_analogue,-1,-1,0,-1,0,"{""B"":-1}",3,1
scaffold_changing_analogue,-1,-1,0,-1,0,"{""B"":-2,""Si"":1}",3,1
scaffold_changing_analogue,-1,-1,0,0,0,"{""C"":-1,""F"":-2,""O"":1,""S"":1}",3,1
scaffold_changing_analogue,-1,-1,0,1,1,"{""C"":-2,""O"":1}",3,1
scaffold_changing_analogue,-1,-1,1,-2,0,"{""C"":1,""F"":-2}",3,1
scaffold_changing_analogue,-1,-1,1,0,0,"{""Br"":-1,""C"":-1,""I"":1}",3,1
scaffold_changing_analogue,0,0,0,-1,1,"{""C"":1,""N"":1,""O"":-1,""P"":1,""S"":-2}",3,1
scaffold_changing_analogue,0,0,0,0,0,"{""B"":-1,""O"":1,""P"":1,""S"":-1}",3,1
scaffold_changing_analogue,0,0,0,0,0,"{""I"":-1,""O"":1}",3,1
scaffold_changing_analogue,0,0,1,0,0,"{""Br"":1,""O"":-1}",3,1
scaffold_changing_analogue,0,0,1,0,0,"{""Cl"":-1,""S"":1}",3,1
scaffold_changing_analogue,1,1,-1,1,0,"{""Br"":1}",3,1
scaffold_changing_analogue,1,1,0,-1,0,"{""B"":-1,""C"":2}",3,1
scaffold_changing_analogue,1,1,0,-1,0,"{""C"":2,""P"":-1}",3,1
scaffold_changing_analogue,1,1,0,0,-1,"{""C"":1,""Cl"":-1,""N"":1}",3,1
scaffold_changing_analogue,1,1,0,0,0,"{""B"":-1,""C"":1,""Cl"":1,""O"":1,""S"":-1}",3,1
scaffold_changing_analogue,1,1,0,0,0,"{""Br"":1,""C"":1,""I"":-1}",3,1
scaffold_changing_analogue,1,1,0,0,0,"{""C"":1,""Cl"":-1,""N"":1,""P"":1,""S"":-1}",3,1
scaffold_changing_analogue,1,1,0,0,0,"{""C"":1,""F"":1,""Si"":-1}",3,1
scaffold_changing_analogue,1,1,0,1,-1,"{""B"":1,""Br"":-1,""F"":1,""O"":1,""S"":-1}",3,1
scaffold_changing_analogue,1,1,0,1,0,"{""B"":-2,""O"":1,""Si"":2}",3,1
scaffold_changing_analogue,1,1,0,1,0,"{""Br"":-1,""O"":1,""Si"":1}",3,1
scaffold_changing_analogue,1,1,0,1,1,"{""F"":2,""O"":-1}",3,1
scaffold_changing_analogue,1,1,1,-1,0,"{""C"":2,""Si"":-1}",3,1
scaffold_changing_analogue,2,2,0,1,0,"{""B"":1,""C"":1,""F"":1,""Si"":-1}",3,1
scaffold_changing_analogue,2,2,0,1,1,"{""C"":1,""F"":2,""O"":-1}",3,1
scaffold_changing_analogue,2,2,1,1,-1,"{""C"":1,""O"":1}",3,1
scaffold_changing_analogue,3,3,0,2,0,"{""C"":1,""Cl"":1,""S"":1}",3,1
scaffold_preserving_non_mmp_analogue,-9,-9,0,-3,0,"{""C"":-6,""N"":-1,""O"":-2}",2,2
scaffold_preserving_non_mmp_analogue,-5,-5,0,-2,0,"{""C"":-3,""N"":-1,""O"":-1}",2,2
scaffold_preserving_non_mmp_analogue,-5,-5,0,-1,0,"{""C"":-4,""O"":-1}",2,2
scaffold_preserving_non_mmp_analogue,-4,-4,0,0,0,"{""C"":-4}",2,2
scaffold_preserving_non_mmp_analogue,-3,-3,0,-3,0,"{""N"":-1,""O"":-1,""S"":-1}",2,2
scaffold_preserving_non_mmp_analogue,-3,-3,0,-3,0,"{""N"":-1,""O"":-2}",2,2
scaffold_preserving_non_mmp_analogue,-3,-3,0,-2,0,"{""Br"":1,""C"":-1,""F"":-3}",2,2
scaffold_preserving_non_mmp_analogue,-3,-3,0,-1,-1,"{""C"":-2,""N"":-1}",2,2
scaffold_preserving_non_mmp_analogue,-2,-2,0,-2,-1,"{""N"":-1,""O"":-1}",2,2
scaffold_preserving_non_mmp_analogue,-2,-2,0,-2,0,"{""F"":-3,""S"":1}",2,2
scaffold_preserving_non_mmp_analogue,-2,-2,0,-2,1,"{""O"":-2}",2,2
scaffold_preserving_non_mmp_analogue,-2,-2,0,-1,0,"{""Br"":1,""C"":-1,""O"":-2}",2,2
scaffold_preserving_non_mmp_analogue,-2,-2,0,-1,0,"{""C"":-1,""Cl"":1,""F"":-2}",2,2
scaffold_preserving_non_mmp_analogue,-2,-2,0,-1,1,"{""C"":-1,""F"":1,""O"":-2}",2,2
scaffold_preserving_non_mmp_analogue,-2,-2,0,0,0,"{""C"":-2,""N"":-1,""O"":1}",2,2
scaffold_preserving_non_mmp_analogue,-2,-2,0,1,0,"{""C"":-3,""Cl"":1}",2,2
scaffold_preserving_non_mmp_analogue,-1,-1,0,-1,0,"{""Br"":1,""N"":-1,""O"":-1}",2,2
scaffold_preserving_non_mmp_analogue,-1,-1,0,-1,0,"{""F"":-3,""N"":1,""O"":1}",2,2
scaffold_preserving_non_mmp_analogue,-1,-1,0,-1,1,"{""N"":-1}",2,2
scaffold_preserving_non_mmp_analogue,-1,-1,0,-1,1,"{""N"":1,""O"":-2}",2,2
scaffold_preserving_non_mmp_analogue,-1,-1,0,0,0,"{""B"":1,""C"":-1,""F"":-1}",2,2
scaffold_preserving_non_mmp_analogue,-1,-1,0,0,0,"{""B"":1,""C"":-1,""O"":-1}",2,2
scaffold_preserving_non_mmp_analogue,-1,-1,0,0,0,"{""Br"":-1,""C"":-1,""P"":1}",2,2
scaffold_preserving_non_mmp_analogue,-1,-1,0,0,0,"{""Br"":1,""C"":-1,""F"":-1}",2,2
scaffold_preserving_non_mmp_analogue,-1,-1,0,0,0,"{""C"":-1,""Cl"":1,""F"":-1}",2,2
scaffold_preserving_non_mmp_analogue,-1,-1,0,0,0,"{""C"":-1,""F"":-1,""S"":1}",2,2
scaffold_preserving_non_mmp_analogue,-1,-1,0,0,0,"{""C"":-1,""O"":-1,""P"":1}",2,2
scaffold_preserving_non_mmp_analogue,-1,-1,0,0,1,"{""C"":-1,""N"":1,""O"":-1}",2,2
scaffold_preserving_non_mmp_analogue,-1,-1,0,1,-1,"{""C"":-2,""O"":1}",2,2
scaffold_preserving_non_mmp_analogue,-1,-1,0,1,0,"{""Br"":1,""C"":-2}",2,2
scaffold_preserving_non_mmp_analogue,-1,-1,0,1,0,"{""C"":-2,""N"":1}",2,2
scaffold_preserving_non_mmp_analogue,0,0,0,-1,0,"{""C"":1,""I"":-1}",2,2
scaffold_preserving_non_mmp_analogue,0,0,0,0,-2,"{""N"":-1,""O"":1}",2,2
scaffold_preserving_non_mmp_analogue,0,0,0,0,-1,"{""Cl"":-1,""O"":1}",2,2
scaffold_preserving_non_mmp_analogue,0,0,0,0,-1,"{""N"":-1,""S"":1}",2,2
scaffold_preserving_non_mmp_analogue,0,0,0,0,0,"{""B"":1,""Cl"":-1}",2,2
scaffold_preserving_non_mmp_analogue,0,0,0,0,0,"{""Br"":-1,""Cl"":-1,""F"":1,""P"":1}",2,2
scaffold_preserving_non_mmp_analogue,0,0,0,0,0,"{""I"":-1,""O"":1}",2,2
scaffold_preserving_non_mmp_analogue,0,0,0,1,-1,"{""C"":-1,""N"":1}",2,2
scaffold_preserving_non_mmp_analogue,0,0,0,1,-1,"{""C"":-1,""S"":1}",2,2
scaffold_preserving_non_mmp_analogue,0,0,0,1,0,"{""B"":1,""Br"":-1,""C"":-1,""Cl"":1}",2,2
scaffold_preserving_non_mmp_analogue,0,0,0,1,0,"{""Br"":-1,""C"":-1,""Cl"":1,""O"":1}",2,2
scaffold_preserving_non_mmp_analogue,0,0,0,1,0,"{""C"":-1,""F"":-1,""O"":1,""S"":1}",2,2
scaffold_preserving_non_mmp_analogue,1,1,0,-1,0,"{""C"":2,""Cl"":-1}",2,2
scaffold_preserving_non_mmp_analogue,1,1,0,0,0,"{""C"":1,""F"":1,""O"":-1}",2,2
scaffold_preserving_non_mmp_analogue,1,1,0,0,0,"{""C"":1,""I"":-1,""N"":1}",2,2
scaffold_preserving_non_mmp_analogue,1,1,0,0,0,"{""C"":1,""N"":-1,""S"":1}",2,2
scaffold_preserving_non_mmp_analogue,1,1,0,0,0,"{""C"":1,""P"":1,""Si"":-1}",2,2
scaffold_preserving_non_mmp_analogue,1,1,0,1,0,"{""Br"":-1,""O"":1,""P"":1}",2,2
scaffold_preserving_non_mmp_analogue,1,1,0,1,0,"{""Br"":-1,""O"":1,""S"":1}",2,2
scaffold_preserving_non_mmp_analogue,1,1,0,1,0,"{""F"":-1,""O"":2}",2,2
scaffold_preserving_non_mmp_analogue,1,1,0,1,0,"{""O"":1,""P"":1,""Si"":-1}",2,2
scaffold_preserving_non_mmp_analogue,1,1,0,2,0,"{""C"":-1,""F"":2}",2,2
scaffold_preserving_non_mmp_analogue,1,1,0,2,0,"{""C"":-1,""O"":2}",2,2
scaffold_preserving_non_mmp_analogue,2,2,0,1,-1,"{""C"":1,""Cl"":-1,""O"":2}",2,2
scaffold_preserving_non_mmp_analogue,2,2,0,1,0,"{""C"":1,""Cl"":-1,""F"":1,""O"":1}",2,2
scaffold_preserving_non_mmp_analogue,2,2,0,2,-1,"{""O"":2}",2,2
scaffold_preserving_non_mmp_analogue,2,2,0,2,0,"{""O"":1,""P"":1}",2,2
scaffold_preserving_non_mmp_analogue,4,4,0,2,0,"{""C"":2,""N"":1,""O"":1}",2,2
acyclic_non_mmp_analogue,-9,-9,0,-3,0,"{""C"":-6,""N"":-1,""O"":-2}",2,2
acyclic_non_mmp_analogue,-3,-3,0,-1,0,"{""C"":-2,""N"":-1}",2,2
acyclic_non_mmp_analogue,-2,-2,0,0,-1,"{""C"":-2}",2,2
acyclic_non_mmp_analogue,-1,-1,0,-1,-1,"{""O"":-1}",2,2
acyclic_non_mmp_analogue,-1,-1,0,-1,0,"{""Br"":1,""F"":-2}",2,2
acyclic_non_mmp_analogue,-1,-1,0,-1,0,"{""O"":-1,""P"":-1,""S"":1}",2,2
acyclic_non_mmp_analogue,-1,-1,0,-1,1,"{""F"":-1}",2,2
acyclic_non_mmp_analogue,-1,-1,0,0,0,"{""C"":-1,""Cl"":-1,""S"":1}",2,2
acyclic_non_mmp_analogue,-1,-1,0,0,0,"{""C"":-1,""Cl"":-1,""Si"":1}",2,2
acyclic_non_mmp_analogue,-1,-1,0,0,0,"{""C"":-1,""Cl"":1,""F"":-1,""O"":1,""S"":-1}",2,2
acyclic_non_mmp_analogue,-1,-1,0,0,0,"{""C"":-1,""Cl"":1,""F"":-1}",2,2
acyclic_non_mmp_analogue,-1,-1,0,0,0,"{""C"":-1,""Cl"":1,""O"":-1}",2,2
acyclic_non_mmp_analogue,-1,-1,0,0,0,"{""C"":-1,""F"":-1,""O"":1}",2,2
acyclic_non_mmp_analogue,-1,-1,0,0,1,"{""C"":-1}",2,2
acyclic_non_mmp_analogue,-1,-1,0,1,0,"{""C"":-2,""P"":1}",2,2
acyclic_non_mmp_analogue,0,0,0,-1,-1,"{""C"":1,""N"":-1}",2,2
acyclic_non_mmp_analogue,0,0,0,-1,0,"{""C"":1,""Cl"":-1}",2,2
acyclic_non_mmp_analogue,0,0,0,0,0,"{""B"":1,""S"":-1}",2,2
acyclic_non_mmp_analogue,0,0,0,0,0,"{""B"":1,""Si"":-1}",2,2
acyclic_non_mmp_analogue,0,0,0,0,0,"{""Br"":1,""N"":-1}",2,2
acyclic_non_mmp_analogue,0,0,0,0,0,"{""Cl"":-1,""O"":1}",2,2
acyclic_non_mmp_analogue,0,0,0,0,0,"{""O"":-1,""P"":1}",2,2
acyclic_non_mmp_analogue,0,0,0,0,0,"{""S"":1,""Si"":-1}",2,2
acyclic_non_mmp_analogue,1,1,0,1,-1,"{""N"":1}",2,2
acyclic_non_mmp_analogue,1,1,0,1,0,"{""F"":2,""O"":-1}",2,2
acyclic_non_mmp_analogue,1,1,0,1,0,"{""N"":-1,""O"":1,""P"":1}",2,2
acyclic_non_mmp_analogue,1,1,0,1,0,"{""N"":-1,""O"":2}",2,2
acyclic_non_mmp_analogue,1,1,0,1,0,"{""N"":1,""S"":-1,""Si"":1}",2,2
acyclic_non_mmp_analogue,2,2,0,1,-1,"{""C"":1,""O"":1}",2,2
