frequency_rank,seed_to_candidate_transform,seed_substituent,candidate_substituent,mmp_edit_class,variable_heavy_atom_delta,candidate_count,seed_count,unique_candidate_molecules,ambiguous_explanation_count,mean_morgan_to_seed,median_morgan_to_seed,median_core_heavy_atoms
9498,CC1(CC(=O)N[*:1])CC1>>CC1(COC(=O)N[*:1])CC1,CC1(CC(=O)N[*:1])CC1,CC1(COC(=O)N[*:1])CC1,substituent_growth,1.0,1,1,1,1,0.7580645,0.7580645,16.0
9499,CC1(CC[*:1])CC1>>CC1(C=C[*:1])CC1,CC1(CC[*:1])CC1,CC1(C=C[*:1])CC1,equal_heavy_atom_replacement,0.0,1,1,1,0,0.6451613,0.6451613,17.0
9500,CC1(CNC(=O)[*:1])CC1>>CC1(F)CN(C(=O)[*:1])C1,CC1(CNC(=O)[*:1])CC1,CC1(F)CN(C(=O)[*:1])C1,equal_heavy_atom_replacement,0.0,1,1,1,0,0.5625,0.5625,14.0
9501,CC1(C[*:1])CC1(Cl)Cl>>CC(C1(Cl)CC1Cl)[*:1],CC1(C[*:1])CC1(Cl)Cl,CC(C1(Cl)CC1Cl)[*:1],equal_heavy_atom_replacement,0.0,1,1,1,0,0.54545456,0.54545456,12.0
9502,CC1(C[*:1])CC1(Cl)Cl>>CC1(C#N)CC1[*:1],CC1(C[*:1])CC1(Cl)Cl,CC1(C#N)CC1[*:1],substituent_truncation,-1.0,1,1,1,0,0.5090909,0.5090909,11.0
9503,CC1(C[*:1])CC1(Cl)Cl>>CC1(C(Cl)Cl)CC1[*:1],CC1(C[*:1])CC1(Cl)Cl,CC1(C(Cl)Cl)CC1[*:1],equal_heavy_atom_replacement,0.0,1,1,1,0,0.54545456,0.54545456,12.0
9504,CC1(C[*:1])CC1(Cl)Cl>>CC1(C)CC1[*:1],CC1(C[*:1])CC1(Cl)Cl,CC1(C)CC1[*:1],substituent_truncation,-2.0,1,1,1,0,0.58,0.58,12.0
9505,CC1(C[*:1])CC1(Cl)Cl>>CC1(CBr)CC1(Cl)[*:1],CC1(C[*:1])CC1(Cl)Cl,CC1(CBr)CC1(Cl)[*:1],equal_heavy_atom_replacement,0.0,1,1,1,0,0.627451,0.627451,11.0
9506,CC1(C[*:1])CC1(Cl)Cl>>CC1(CCl)CC1(Cl)[*:1],CC1(C[*:1])CC1(Cl)Cl,CC1(CCl)CC1(Cl)[*:1],equal_heavy_atom_replacement,0.0,1,1,1,0,0.64,0.64,11.0
9507,CC1(C[*:1])CC1(Cl)Cl>>CC1(CCl)CC1[*:1],CC1(C[*:1])CC1(Cl)Cl,CC1(CCl)CC1[*:1],substituent_truncation,-1.0,1,1,1,0,0.5555556,0.5555556,12.0
9508,CC1(C[*:1])CC1(Cl)Cl>>CC1(CF)CC1(C)[*:1],CC1(C[*:1])CC1(Cl)Cl,CC1(CF)CC1(C)[*:1],equal_heavy_atom_replacement,0.0,1,1,1,0,0.5882353,0.5882353,11.0
9509,CC1(C[*:1])CC1(Cl)Cl>>CC1(CF)CC1(Cl)[*:1],CC1(C[*:1])CC1(Cl)Cl,CC1(CF)CC1(Cl)[*:1],equal_heavy_atom_replacement,0.0,1,1,1,0,0.627451,0.627451,11.0
9510,CC1(C[*:1])CC1(Cl)Cl>>CC1(Cl)CC1(Cl)[*:1],CC1(C[*:1])CC1(Cl)Cl,CC1(Cl)CC1(Cl)[*:1],substituent_truncation,-1.0,1,1,1,0,0.65957445,0.65957445,11.0
9511,CC1(C[*:1])CC1(Cl)Cl>>CC1([*:1])CC1(Cl)CCl,CC1(C[*:1])CC1(Cl)Cl,CC1([*:1])CC1(Cl)CCl,equal_heavy_atom_replacement,0.0,1,1,1,0,0.61538464,0.61538464,12.0
9512,CC1(C[*:1])CC1(Cl)Cl>>CC1([*:1])CC1(Cl)Cl,CC1(C[*:1])CC1(Cl)Cl,CC1([*:1])CC1(Cl)Cl,substituent_truncation,-1.0,1,1,1,0,0.70212764,0.70212764,12.0
9513,CC1(C[*:1])CC1(Cl)Cl>>CC1([*:1])CC1CCl,CC1(C[*:1])CC1(Cl)Cl,CC1([*:1])CC1CCl,substituent_truncation,-1.0,1,1,1,0,0.5555556,0.5555556,12.0
9514,CC1(C[*:1])CC1(Cl)Cl>>COCC1(C)CC1(Cl)[*:1],CC1(C[*:1])CC1(Cl)Cl,COCC1(C)CC1(Cl)[*:1],substituent_growth,1.0,1,1,1,0,0.6111111,0.6111111,12.0
9515,CC1(C[*:1])CC1(Cl)Cl>>ClC1(Cl)[CH]CC1[*:1],CC1(C[*:1])CC1(Cl)Cl,ClC1(Cl)[CH]CC1[*:1],substituent_truncation,-1.0,1,1,1,0,0.53846157,0.53846157,11.0
9516,CC1(C[*:1])CC1(Cl)Cl>>[C-]C1(C)CC1[*:1],CC1(C[*:1])CC1(Cl)Cl,[C-]C1(C)CC1[*:1],substituent_truncation,-2.0,1,1,1,0,0.54901963,0.54901963,11.0
9517,CC1(C[*:1])CC1(Cl)Cl>>[CH2]C1(C)CC1[*:1],CC1(C[*:1])CC1(Cl)Cl,[CH2]C1(C)CC1[*:1],substituent_truncation,-2.0,1,1,1,0,0.54901963,0.54901963,11.0
9518,CC1(C[*:1])CC1(F)F>>CC1(C#N)CC1(C)[*:1],CC1(C[*:1])CC1(F)F,CC1(C#N)CC1(C)[*:1],equal_heavy_atom_replacement,0.0,1,1,1,0,0.6296296,0.6296296,13.0
9519,CC1(C[*:1])CC1(F)F>>CC1(CBr)CC1(F)[*:1],CC1(C[*:1])CC1(F)F,CC1(CBr)CC1(F)[*:1],equal_heavy_atom_replacement,0.0,1,1,1,0,0.71153843,0.71153843,13.0
9520,CC1(C[*:1])CC1(F)F>>CC1(CC#N)CC1(F)[*:1],CC1(C[*:1])CC1(F)F,CC1(CC#N)CC1(F)[*:1],substituent_growth,1.0,1,1,1,0,0.71153843,0.71153843,13.0
9521,CC1(C[*:1])CC1(F)F>>CC1(CC#N)CC1[*:1],CC1(C[*:1])CC1(F)F,CC1(CC#N)CC1[*:1],equal_heavy_atom_replacement,0.0,1,1,1,0,0.57894737,0.57894737,13.0
9522,CC1(C[*:1])CC1(F)F>>CC1(CF)CC1(C#N)[*:1],CC1(C[*:1])CC1(F)F,CC1(CF)CC1(C#N)[*:1],substituent_growth,1.0,1,1,1,0,0.6545454,0.6545454,13.0
9523,CC1(C[*:1])CC1(F)F>>CC1(CF)CC1(C)[*:1],CC1(C[*:1])CC1(F)F,CC1(CF)CC1(C)[*:1],equal_heavy_atom_replacement,0.0,1,1,1,0,0.6666667,0.6666667,13.0
9524,CC1(C[*:1])CC1(F)F>>CC1(CF)CC1(F)[*:1],CC1(C[*:1])CC1(F)F,CC1(CF)CC1(F)[*:1],equal_heavy_atom_replacement,0.0,1,1,1,0,0.6981132,0.6981132,13.0
9525,CC1(C[*:1])CC1(F)F>>CC1(CF)CC1[*:1],CC1(C[*:1])CC1(F)F,CC1(CF)CC1[*:1],substituent_truncation,-1.0,1,1,1,0,0.5964912,0.5964912,13.0
9526,CC1(C[*:1])CC1>>CCC1([*:1])CC1,CC1(C[*:1])CC1,CCC1([*:1])CC1,equal_heavy_atom_replacement,0.0,1,1,1,1,0.6909091,0.6909091,20.0
9527,CC1(C[*:1])CCCC1>>CC1([*:1])CCCC1,CC1(C[*:1])CCCC1,CC1([*:1])CCCC1,substituent_truncation,-1.0,1,1,1,0,0.7407407,0.7407407,18.0
9528,CC1(C[*:1])CCCCC1>>CC1CCCCC([*:1])C1,CC1(C[*:1])CCCCC1,CC1CCCCC([*:1])C1,equal_heavy_atom_replacement,0.0,1,1,1,0,0.5102041,0.5102041,15.0
9529,CC1(C[*:1])CCCCC1>>CC1CCCCCC([*:1])C1,CC1(C[*:1])CCCCC1,CC1CCCCCC([*:1])C1,substituent_growth,1.0,1,1,1,0,0.53061223,0.53061223,15.0
9530,CC1(C[*:1])CCOC1C1CC1>>CC1(C)CC1C1OCCC1[*:1],CC1(C[*:1])CCOC1C1CC1,CC1(C)CC1C1OCCC1[*:1],equal_heavy_atom_replacement,0.0,1,1,1,0,0.44827586,0.44827586,15.0
9531,CC1(C[*:1])CCOC1C1CC1>>CC1(C2CC2)COCCC1[*:1],CC1(C[*:1])CCOC1C1CC1,CC1(C2CC2)COCCC1[*:1],equal_heavy_atom_replacement,0.0,1,1,1,0,0.5072464,0.5072464,15.0
9532,CC1(C[*:1])CCOC1C1CC1>>CC1([*:1])CCOC1C1CC1,CC1(C[*:1])CCOC1C1CC1,CC1([*:1])CCOC1C1CC1,substituent_truncation,-1.0,1,1,1,0,0.71666664,0.71666664,15.0
9533,CC1(C[*:1])CCOCC1>>CC(C1(C)CCOCC1)[*:1],CC1(C[*:1])CCOCC1,CC(C1(C)CCOCC1)[*:1],substituent_growth,1.0,1,1,1,0,0.71929824,0.71929824,19.0
9534,CC1(C[*:1])COC1>>CC1([*:1])CCOC1,CC1(C[*:1])COC1,CC1([*:1])CCOC1,equal_heavy_atom_replacement,0.0,1,1,1,0,0.627451,0.627451,14.0
9535,CC1(C[*:1])NC(=O)NC1=O>>CC1([*:1])NC(=O)NC1=O,CC1(C[*:1])NC(=O)NC1=O,CC1([*:1])NC(=O)NC1=O,substituent_truncation,-1.0,1,1,1,0,0.88,0.88,14.0
9536,CC1(C[*:1])NC(=O)NC1=O>>CNC(=O)C1(C)NC(=O)C1[*:1],CC1(C[*:1])NC(=O)NC1=O,CNC(=O)C1(C)NC(=O)C1[*:1],substituent_growth,1.0,1,1,1,0,0.5538462,0.5538462,15.0
9537,CC1(C[*:1])OCCCO1>>CC(C1(C)OCCCO1)[*:1],CC1(C[*:1])OCCCO1,CC(C1(C)OCCCO1)[*:1],substituent_growth,1.0,1,1,1,0,0.7,0.7,14.0
9538,CC1(NC(=O)[*:1])CCC1>>CC1(C(=O)N[*:1])CC1,CC1(NC(=O)[*:1])CCC1,CC1(C(=O)N[*:1])CC1,substituent_truncation,-1.0,1,1,1,0,0.5106383,0.5106383,12.0
9539,CC1(NC(=O)[*:1])CCC1>>CC1(C(=O)N[*:1])CCC1,CC1(NC(=O)[*:1])CCC1,CC1(C(=O)N[*:1])CCC1,equal_heavy_atom_replacement,0.0,1,1,1,0,0.5319149,0.5319149,12.0
9540,CC1(O)CC(CN[*:1])C1>>CC1(C)CC(NC[*:1])C1,CC1(O)CC(CN[*:1])C1,CC1(C)CC(NC[*:1])C1,equal_heavy_atom_replacement,0.0,1,1,1,0,0.46153846,0.46153846,12.0
9541,CC1(O)CC(CN[*:1])C1>>CC1(C)CC(O)CN1[*:1],CC1(O)CC(CN[*:1])C1,CC1(C)CC(O)CN1[*:1],equal_heavy_atom_replacement,0.0,1,1,1,0,0.43396226,0.43396226,12.0
9542,CC1(O)CC(C[*:1])C1>>CC1(C)CC(O)C1[*:1],CC1(O)CC(C[*:1])C1,CC1(C)CC(O)C1[*:1],equal_heavy_atom_replacement,0.0,1,1,1,1,0.54,0.54,13.0
9543,CC1(O)CC(C[*:1])C1>>CC1(C)CC([*:1])C1,CC1(O)CC(C[*:1])C1,CC1(C)CC([*:1])C1,substituent_truncation,-1.0,1,1,1,1,0.5869565,0.5869565,13.0
9544,CC1(O)CC(C[*:1])C1>>CC1(C)CC([*:1])C1O,CC1(O)CC(C[*:1])C1,CC1(C)CC([*:1])C1O,equal_heavy_atom_replacement,0.0,1,1,1,1,0.5625,0.5625,13.0
9545,CC1(O)CC(C[*:1])C1>>CC1(CO)CC([*:1])C1,CC1(O)CC(C[*:1])C1,CC1(CO)CC([*:1])C1,equal_heavy_atom_replacement,0.0,1,1,1,1,0.59183675,0.59183675,13.0
9546,CC1(O)CC(C[*:1])C1>>CC1(Cl)CC(O)C1[*:1],CC1(O)CC(C[*:1])C1,CC1(Cl)CC(O)C1[*:1],equal_heavy_atom_replacement,0.0,1,1,1,1,0.54,0.54,13.0
9547,CC1(O)CC([*:1])C1>>CC1(C)CC([*:1])C1O,CC1(O)CC([*:1])C1,CC1(C)CC([*:1])C1O,substituent_growth,1.0,1,1,1,1,0.68085104,0.68085104,14.0
9548,CC1(O)CC([*:1])C1>>CC1(C)CC([*:1])O1,CC1(O)CC([*:1])C1,CC1(C)CC([*:1])O1,equal_heavy_atom_replacement,0.0,1,1,1,1,0.65957445,0.65957445,14.0
9549,CC1(O)CC([*:1])C1>>CC1(Cl)CC(O)C1[*:1],CC1(O)CC([*:1])C1,CC1(Cl)CC(O)C1[*:1],substituent_growth,1.0,1,1,1,1,0.6875,0.6875,14.0
9550,CC1(O)CC([*:1])C1>>CC1([*:1])CC(O)C1,CC1(O)CC([*:1])C1,CC1([*:1])CC(O)C1,equal_heavy_atom_replacement,0.0,1,1,1,1,0.625,0.625,14.0
9551,CC1(OC[*:1])C[NH2+]C1>>CC(OC1([NH2+])CC1)[*:1],CC1(OC[*:1])C[NH2+]C1,CC(OC1([NH2+])CC1)[*:1],equal_heavy_atom_replacement,0.0,1,1,1,0,0.5,0.5,16.0
9552,CC1(OC[*:1])C[NH2+]C1>>CC(OC1([NH3+])CC1)[*:1],CC1(OC[*:1])C[NH2+]C1,CC(OC1([NH3+])CC1)[*:1],equal_heavy_atom_replacement,0.0,1,1,1,0,0.5,0.5,16.0
9553,CC1(O[*:1])C[NH2+]C1>>CC1(S[*:1])C[NH2+]C1,CC1(O[*:1])C[NH2+]C1,CC1(S[*:1])C[NH2+]C1,equal_heavy_atom_replacement,0.0,1,1,1,1,0.6666667,0.6666667,17.0
9554,CC1([*:1])C=CCC1>>C=C1CCC(C)([*:1])C1,CC1([*:1])C=CCC1,C=C1CCC(C)([*:1])C1,substituent_growth,1.0,1,1,1,0,0.6666667,0.6666667,18.0
9555,CC1([*:1])C=CCC1>>CC1([*:1])C=CC(CF)C1,CC1([*:1])C=CCC1,CC1([*:1])C=CC(CF)C1,substituent_growth,2.0,1,1,1,0,0.68421054,0.68421054,18.0
9556,CC1([*:1])C=CCC1>>CC1([*:1])C=CC(Cl)C1,CC1([*:1])C=CCC1,CC1([*:1])C=CC(Cl)C1,substituent_growth,1.0,1,1,1,1,0.6964286,0.6964286,18.0
9557,CC1([*:1])C=CCC1>>CC1([*:1])C=CC=CC1,CC1([*:1])C=CCC1,CC1([*:1])C=CC=CC1,substituent_growth,1.0,1,1,1,0,0.7580645,0.7580645,18.0
9558,CC1([*:1])C=CCC1>>CC1([*:1])C=CCC1F,CC1([*:1])C=CCC1,CC1([*:1])C=CCC1F,substituent_growth,1.0,1,1,1,1,0.6666667,0.6666667,18.0
9559,CC1([*:1])C=CCC1>>CC1([*:1])C=CCCC1,CC1([*:1])C=CCC1,CC1([*:1])C=CCCC1,substituent_growth,1.0,1,1,1,0,0.90909094,0.90909094,20.0
9560,CC1([*:1])C=CCC1>>CC1([*:1])CC=CCC1,CC1([*:1])C=CCC1,CC1([*:1])CC=CCC1,substituent_growth,1.0,1,1,1,0,0.75,0.75,20.0
9561,CC1([*:1])C=CCC1>>CC1=CCC([*:1])C1,CC1([*:1])C=CCC1,CC1=CCC([*:1])C1,equal_heavy_atom_replacement,0.0,1,1,1,0,0.52459013,0.52459013,16.0
9562,CC1([*:1])C=CCC1>>CC1=CCCC1(C)[*:1],CC1([*:1])C=CCC1,CC1=CCCC1(C)[*:1],substituent_growth,1.0,1,1,1,0,0.703125,0.703125,18.0
9563,CC1([*:1])CC(F)(F)C1>>CC1(Br)CC(F)([*:1])C1,CC1([*:1])CC(F)(F)C1,CC1(Br)CC(F)([*:1])C1,equal_heavy_atom_replacement,0.0,1,1,1,0,0.68292683,0.68292683,11.0
9564,CC1([*:1])CC(F)(F)C1>>CC1(Br)CC([*:1])C1,CC1([*:1])CC(F)(F)C1,CC1(Br)CC([*:1])C1,substituent_truncation,-1.0,1,1,1,0,0.51111114,0.51111114,11.0
9565,CC1([*:1])CC(F)(F)C1>>CC1(F)CC([*:1])C1,CC1([*:1])CC(F)(F)C1,CC1(F)CC([*:1])C1,substituent_truncation,-1.0,1,1,1,0,0.5813953,0.5813953,12.0
9566,CC1([*:1])CC(F)(F)C1>>CC1([*:1])CC(F)C1,CC1([*:1])CC(F)(F)C1,CC1([*:1])CC(F)C1,substituent_truncation,-1.0,1,1,1,0,0.71794873,0.71794873,12.0
9567,CC1([*:1])CC(F)(F)C1>>CC1([*:1])CC1(F)F,CC1([*:1])CC(F)(F)C1,CC1([*:1])CC1(F)F,substituent_truncation,-1.0,1,1,1,0,0.71794873,0.71794873,11.0
9568,CC1([*:1])CC(F)(F)C1>>CC1([*:1])CP(C)(=O)C1,CC1([*:1])CC(F)(F)C1,CC1([*:1])CP(C)(=O)C1,equal_heavy_atom_replacement,0.0,1,1,1,0,0.64285713,0.64285713,11.0
9569,CC1([*:1])CC(F)(F)C1>>FC1(F)CC([*:1])C1,CC1([*:1])CC(F)(F)C1,FC1(F)CC([*:1])C1,substituent_truncation,-1.0,1,1,1,0,0.55813956,0.55813956,11.0
9570,CC1([*:1])CC1(Cl)Cl>>CC1(C#N)CC1(Cl)[*:1],CC1([*:1])CC1(Cl)Cl,CC1(C#N)CC1(Cl)[*:1],substituent_growth,1.0,1,1,1,0,0.6862745,0.6862745,12.0
9571,CC1([*:1])CC1(Cl)Cl>>CC1(CF)CC1(Cl)[*:1],CC1([*:1])CC1(Cl)Cl,CC1(CF)CC1(Cl)[*:1],substituent_growth,1.0,1,1,1,0,0.7346939,0.7346939,12.0
9572,CC1([*:1])CC1(Cl)Cl>>CC1(Cl)CB1[*:1],CC1([*:1])CC1(Cl)Cl,CC1(Cl)CB1[*:1],substituent_truncation,-1.0,1,1,1,1,0.67346936,0.67346936,13.0
9573,CC1([*:1])CC1(Cl)Cl>>CC1(Cl)CC(Cl)([*:1])C1,CC1([*:1])CC1(Cl)Cl,CC1(Cl)CC(Cl)([*:1])C1,substituent_growth,1.0,1,1,1,1,0.75555557,0.75555557,14.0
9574,CC1([*:1])CC1(Cl)Cl>>CC1(Cl)CC(F)([*:1])C1,CC1([*:1])CC1(Cl)Cl,CC1(Cl)CC(F)([*:1])C1,substituent_growth,1.0,1,1,1,1,0.7234042,0.7234042,14.0
9575,CC1([*:1])CC1(Cl)Cl>>CC1(Cl)CC([*:1])C1(F)Cl,CC1([*:1])CC1(Cl)Cl,CC1(Cl)CC([*:1])C1(F)Cl,substituent_growth,2.0,1,1,1,0,0.5849057,0.5849057,14.0
9576,CC1([*:1])CC1(Cl)Cl>>CC1(Cl)CC1(F)[*:1],CC1([*:1])CC1(Cl)Cl,CC1(Cl)CC1(F)[*:1],equal_heavy_atom_replacement,0.0,1,1,1,1,0.73913044,0.73913044,14.0
9577,CC1([*:1])CC1(Cl)Cl>>CC1([*:1])BCC1(Cl)Cl,CC1([*:1])CC1(Cl)Cl,CC1([*:1])BCC1(Cl)Cl,substituent_growth,1.0,1,1,1,0,0.71428573,0.71428573,12.0
9578,CC1([*:1])CC1(Cl)Cl>>CC1([*:1])CC(Cl)(Cl)C1,CC1([*:1])CC1(Cl)Cl,CC1([*:1])CC(Cl)(Cl)C1,substituent_growth,1.0,1,1,1,1,0.75555557,0.75555557,14.0
9579,CC1([*:1])CC1(Cl)Cl>>CC1([*:1])CC(Cl)C1(Cl)Cl,CC1([*:1])CC1(Cl)Cl,CC1([*:1])CC(Cl)C1(Cl)Cl,substituent_growth,2.0,1,1,1,0,0.7291667,0.7291667,14.0
9580,CC1([*:1])CC1(Cl)Cl>>CC1([*:1])CC(Cl)C1(F)Cl,CC1([*:1])CC1(Cl)Cl,CC1([*:1])CC(Cl)C1(F)Cl,substituent_growth,2.0,1,1,1,0,0.7,0.7,14.0
9581,CC1([*:1])CC1(Cl)Cl>>CC1([*:1])CC(F)(Cl)C1,CC1([*:1])CC1(Cl)Cl,CC1([*:1])CC(F)(Cl)C1,substituent_growth,1.0,1,1,1,1,0.7234042,0.7234042,14.0
9582,CC1([*:1])CC1(Cl)Cl>>CC1([*:1])CC1Cl,CC1([*:1])CC1(Cl)Cl,CC1([*:1])CC1Cl,substituent_truncation,-1.0,1,1,1,1,0.6938776,0.6938776,13.0
9583,CC1([*:1])CC1(Cl)Cl>>CC1([*:1])[CH]C1(Cl)Cl,CC1([*:1])CC1(Cl)Cl,CC1([*:1])[CH]C1(Cl)Cl,equal_heavy_atom_replacement,0.0,1,1,1,1,0.7173913,0.7173913,12.0
9584,CC1([*:1])CC1(Cl)Cl>>CC1CC1(Cl)[*:1],CC1([*:1])CC1(Cl)Cl,CC1CC1(Cl)[*:1],substituent_truncation,-1.0,1,1,1,1,0.6938776,0.6938776,13.0
9585,CC1([*:1])CC1(Cl)Cl>>CN(C1(C)CC1(Cl)Cl)[*:1],CC1([*:1])CC1(Cl)Cl,CN(C1(C)CC1(Cl)Cl)[*:1],substituent_growth,2.0,1,1,1,0,0.71428573,0.71428573,13.0
9586,CC1([*:1])CC1(Cl)Cl>>CN1CC([*:1])C1(Cl)Cl,CC1([*:1])CC1(Cl)Cl,CN1CC([*:1])C1(Cl)Cl,substituent_growth,1.0,1,1,1,1,0.58181816,0.58181816,13.0
9587,CC1([*:1])CC1(Cl)Cl>>ClC1([*:1])C[CH]C1,CC1([*:1])CC1(Cl)Cl,ClC1([*:1])C[CH]C1,substituent_truncation,-1.0,1,1,1,1,0.68085104,0.68085104,12.0
9588,CC1([*:1])CC1(F)F>>CC1(C#N)CC1(F)[*:1],CC1([*:1])CC1(F)F,CC1(C#N)CC1(F)[*:1],substituent_growth,1.0,1,1,1,1,0.75,0.75,14.0
9589,CC1([*:1])CC1(F)F>>CC1(C#N)CC1[*:1],CC1([*:1])CC1(F)F,CC1(C#N)CC1[*:1],equal_heavy_atom_replacement,0.0,1,1,1,1,0.625,0.625,14.0
9590,CC1([*:1])CC1(F)F>>CC1(C)CC1(F)[*:1],CC1([*:1])CC1(F)F,CC1(C)CC1(F)[*:1],equal_heavy_atom_replacement,0.0,1,1,1,1,0.79591835,0.79591835,14.0
9591,CC1([*:1])CC1(F)F>>CC1(C)CC1[*:1],CC1([*:1])CC1(F)F,CC1(C)CC1[*:1],substituent_truncation,-1.0,1,1,1,0,0.54761904,0.54761904,9.0
9592,CC1([*:1])CC1(F)F>>CC1(CF)CC1(F)[*:1],CC1([*:1])CC1(F)F,CC1(CF)CC1(F)[*:1],substituent_growth,1.0,1,1,1,1,0.7692308,0.7692308,14.0
9593,CC1([*:1])CC1(F)F>>CC1(Cl)CC1[*:1],CC1([*:1])CC1(F)F,CC1(Cl)CC1[*:1],substituent_truncation,-1.0,1,1,1,0,0.52272725,0.52272725,9.0
9594,CC1([*:1])CC1(F)F>>CC1(F)CC1(F)[*:1],CC1([*:1])CC1(F)F,CC1(F)CC1(F)[*:1],equal_heavy_atom_replacement,0.0,1,1,1,0,0.7368421,0.7368421,9.0
9595,CC1([*:1])CC1(F)F>>CC1(F)CC1[*:1],CC1([*:1])CC1(F)F,CC1(F)CC1[*:1],substituent_truncation,-1.0,1,1,1,0,0.5952381,0.5952381,9.0
9596,CC1([*:1])CC1(F)F>>CC1([*:1])CC1F,CC1([*:1])CC1(F)F,CC1([*:1])CC1F,substituent_truncation,-1.0,1,1,1,0,0.63414633,0.63414633,9.0
9597,CC1([*:1])CC1(F)F>>FC1(F)CC1[*:1],CC1([*:1])CC1(F)F,FC1(F)CC1[*:1],substituent_truncation,-1.0,1,1,1,0,0.5714286,0.5714286,9.0
9598,CC1([*:1])CC1>>C1CB1[*:1],CC1([*:1])CC1,C1CB1[*:1],substituent_truncation,-1.0,1,1,1,1,0.6458333,0.6458333,18.0
9599,CC1([*:1])CC1>>C1CC([*:1])C1,CC1([*:1])CC1,C1CC([*:1])C1,equal_heavy_atom_replacement,0.0,1,1,1,1,0.71428573,0.71428573,18.0
9600,CC1([*:1])CC1>>CC(C1CC1)[*:1],CC1([*:1])CC1,CC(C1CC1)[*:1],substituent_growth,1.0,1,1,1,1,0.6666667,0.6666667,17.0
9601,CC1([*:1])CC1>>CC1(C)CC[NH+]1[*:1],CC1([*:1])CC1,CC1(C)CC[NH+]1[*:1],substituent_growth,2.0,1,1,1,1,0.6964286,0.6964286,20.0
9602,CC1([*:1])CC1>>CC1(P[*:1])CC1,CC1([*:1])CC1,CC1(P[*:1])CC1,substituent_growth,1.0,1,1,1,1,0.7083333,0.7083333,18.0
9603,CC1([*:1])CC1>>CC1(S(=O)[*:1])CC1,CC1([*:1])CC1,CC1(S(=O)[*:1])CC1,substituent_growth,2.0,1,1,1,1,0.7090909,0.7090909,20.0
9604,CC1([*:1])CC1>>CC1(S[*:1])CC1,CC1([*:1])CC1,CC1(S[*:1])CC1,substituent_growth,1.0,1,1,1,1,0.7222222,0.7222222,20.0
9605,CC1([*:1])CC1>>CC1([*:1])CCOC1,CC1([*:1])CC1,CC1([*:1])CCOC1,substituent_growth,2.0,1,1,1,1,0.8245614,0.8245614,18.0
9606,CC1([*:1])CC1>>CC1([*:1])COC1,CC1([*:1])CC1,CC1([*:1])COC1,substituent_growth,1.0,1,1,1,1,0.82222223,0.82222223,18.0
9607,CC1([*:1])CC1>>CC1=NSCC1[*:1],CC1([*:1])CC1,CC1=NSCC1[*:1],substituent_growth,2.0,1,1,1,0,0.62068963,0.62068963,16.0
9608,CC1([*:1])CC1>>CC1CC([*:1])C1,CC1([*:1])CC1,CC1CC([*:1])C1,substituent_growth,1.0,1,1,1,1,0.6923077,0.6923077,19.0
9609,CC1([*:1])CC1>>CC1SCCC1[*:1],CC1([*:1])CC1,CC1SCCC1[*:1],substituent_growth,2.0,1,1,1,0,0.6315789,0.6315789,16.0
9610,CC1([*:1])CC1>>CP(=O)(C1CC1)[*:1],CC1([*:1])CC1,CP(=O)(C1CC1)[*:1],substituent_growth,2.0,1,1,1,1,0.64912283,0.64912283,20.0
9611,CC1([*:1])CC1>>CP(=O)(CC1CC1)[*:1],CC1([*:1])CC1,CP(=O)(CC1CC1)[*:1],substituent_growth,3.0,1,1,1,1,0.6,0.6,20.0
9612,CC1([*:1])CC1>>C[*:1],CC1([*:1])CC1,C[*:1],substituent_truncation,-3.0,1,1,1,0,0.6976744,0.6976744,16.0
9613,CC1([*:1])CC1>>Cc1nc([*:1])cs1,CC1([*:1])CC1,Cc1nc([*:1])cs1,substituent_growth,2.0,1,1,1,1,0.7962963,0.7962963,20.0
9614,CC1([*:1])CC=CC1>>C1=CCC([*:1])C1,CC1([*:1])CC=CC1,C1=CCC([*:1])C1,substituent_truncation,-1.0,1,1,1,0,0.6086956,0.6086956,18.0
9615,CC1([*:1])CC=CC1>>C=C1CC(C)([*:1])C1,CC1([*:1])CC=CC1,C=C1CC(C)([*:1])C1,equal_heavy_atom_replacement,0.0,1,1,1,1,0.8,0.8,19.0
9616,CC1([*:1])CC=CC1>>CC1(C)C=CCC1[*:1],CC1([*:1])CC=CC1,CC1(C)C=CCC1[*:1],substituent_growth,1.0,1,1,1,0,0.58,0.58,18.0
9617,CC1([*:1])CC=CC1>>CC1(C)CC=CC1[*:1],CC1([*:1])CC=CC1,CC1(C)CC=CC1[*:1],substituent_growth,1.0,1,1,1,0,0.6122449,0.6122449,18.0
9618,CC1([*:1])CC=CC1>>CC1([*:1])BC=CC1,CC1([*:1])CC=CC1,CC1([*:1])BC=CC1,equal_heavy_atom_replacement,0.0,1,1,1,0,0.7254902,0.7254902,16.0
9619,CC1([*:1])CC=CC1>>CC1([*:1])BCC=C1,CC1([*:1])CC=CC1,CC1([*:1])BCC=C1,equal_heavy_atom_replacement,0.0,1,1,1,0,0.7058824,0.7058824,16.0
9620,CC1([*:1])CC=CC1>>CC1([*:1])BCC=CC1,CC1([*:1])CC=CC1,CC1([*:1])BCC=CC1,substituent_growth,1.0,1,1,1,1,0.7777778,0.7777778,19.0
