frequency_rank,seed_to_candidate_transform,seed_substituent,candidate_substituent,mmp_edit_class,variable_heavy_atom_delta,candidate_count,seed_count,unique_candidate_molecules,ambiguous_explanation_count,mean_morgan_to_seed,median_morgan_to_seed,median_core_heavy_atoms
21527,O=c1[n-]ccn([*:1])c1=O>>O=c1[nH]ccn([*:1])c1=O,O=c1[n-]ccn([*:1])c1=O,O=c1[nH]ccn([*:1])c1=O,equal_heavy_atom_replacement,0.0,1,1,1,0,0.7017544,0.7017544,14.0
21528,O=c1[n-]ccn([*:1])c1=O>>O=c1cc[n-]c(=O)n1[*:1],O=c1[n-]ccn([*:1])c1=O,O=c1cc[n-]c(=O)n1[*:1],equal_heavy_atom_replacement,0.0,1,1,1,0,0.6440678,0.6440678,14.0
21529,O=c1[n-]ccn([*:1])c1=O>>O=c1ccn([*:1])[n-]c1=O,O=c1[n-]ccn([*:1])c1=O,O=c1ccn([*:1])[n-]c1=O,equal_heavy_atom_replacement,0.0,1,1,1,0,0.6551724,0.6551724,14.0
21530,O=c1[n-]ccn([*:1])c1=O>>O=c1ccn([*:1])c(=O)[n-]1,O=c1[n-]ccn([*:1])c1=O,O=c1ccn([*:1])c(=O)[n-]1,equal_heavy_atom_replacement,0.0,1,1,1,0,0.67241377,0.67241377,14.0
21531,O=c1[nH]c(C[*:1])cs1>>O=c1[nH]c([*:1])cs1,O=c1[nH]c(C[*:1])cs1,O=c1[nH]c([*:1])cs1,substituent_truncation,-1.0,1,1,1,1,0.83928573,0.83928573,18.0
21532,O=c1[nH]c([*:1])ccc1O>>O=c1[nH]c(O)ccc1[*:1],O=c1[nH]c([*:1])ccc1O,O=c1[nH]c(O)ccc1[*:1],equal_heavy_atom_replacement,0.0,1,1,1,0,0.68421054,0.68421054,14.0
21533,O=c1[nH]c([*:1])ccc1O>>O=c1ccc([*:1])c(O)[nH]1,O=c1[nH]c([*:1])ccc1O,O=c1ccc([*:1])c(O)[nH]1,equal_heavy_atom_replacement,0.0,1,1,1,0,0.6551724,0.6551724,14.0
21534,O=c1[nH]c([*:1])cs1>>Cn1cc([*:1])[nH]c1=O,O=c1[nH]c([*:1])cs1,Cn1cc([*:1])[nH]c1=O,substituent_growth,1.0,1,1,1,0,0.69491524,0.69491524,18.0
21535,O=c1[nH]c([*:1])cs1>>O=S1C=C([*:1])N1,O=c1[nH]c([*:1])cs1,O=S1C=C([*:1])N1,substituent_truncation,-1.0,1,1,1,0,0.6333333,0.6333333,15.0
21536,O=c1[nH]c([*:1])cs1>>O=c1[pH]c([*:1])cs1,O=c1[nH]c([*:1])cs1,O=c1[pH]c([*:1])cs1,equal_heavy_atom_replacement,0.0,1,1,1,0,0.68333334,0.68333334,15.0
21537,O=c1[nH]c([*:1])cs1>>O=c1cc([*:1])[nH]s1,O=c1[nH]c([*:1])cs1,O=c1cc([*:1])[nH]s1,equal_heavy_atom_replacement,0.0,1,1,1,0,0.7241379,0.7241379,15.0
21538,O=c1[nH]c2cc([*:1])ccc2o1>>O=c1[nH]c2ccc([*:1])cc2o1,O=c1[nH]c2cc([*:1])ccc2o1,O=c1[nH]c2ccc([*:1])cc2o1,equal_heavy_atom_replacement,0.0,1,1,1,0,0.88135594,0.88135594,15.0
21539,O=c1[nH]c2cc([*:1])ccc2o1>>O=c1oc2ccc([*:1])cc2o1,O=c1[nH]c2cc([*:1])ccc2o1,O=c1oc2ccc([*:1])cc2o1,equal_heavy_atom_replacement,0.0,1,1,1,0,0.7419355,0.7419355,15.0
21540,O=c1[nH]c2ccc([*:1])cc2[nH]1>>O=c1[nH]c2cc([*:1])ccc2o1,O=c1[nH]c2ccc([*:1])cc2[nH]1,O=c1[nH]c2cc([*:1])ccc2o1,equal_heavy_atom_replacement,0.0,1,1,1,0,0.71428573,0.71428573,16.0
21541,O=c1[nH]cc(Cl)cc1[*:1]>>Cn1cc([*:1])c(=O)cc1Cl,O=c1[nH]cc(Cl)cc1[*:1],Cn1cc([*:1])c(=O)cc1Cl,substituent_growth,1.0,1,1,1,0,0.66129035,0.66129035,16.0
21542,O=c1[nH]cc(Cl)cc1[*:1]>>O=c1[nH]cc([*:1])cc1Cl,O=c1[nH]cc(Cl)cc1[*:1],O=c1[nH]cc([*:1])cc1Cl,equal_heavy_atom_replacement,0.0,1,1,1,0,0.7288136,0.7288136,16.0
21543,O=c1[nH]cc([*:1])[nH]1>>C[n+]1cc[nH]c1[*:1],O=c1[nH]cc([*:1])[nH]1,C[n+]1cc[nH]c1[*:1],equal_heavy_atom_replacement,0.0,1,1,1,0,0.53061223,0.53061223,15.0
21544,O=c1[nH]cc([*:1])[nH]1>>Cn1c([*:1])c[nH]c1=O,O=c1[nH]cc([*:1])[nH]1,Cn1c([*:1])c[nH]c1=O,substituent_growth,1.0,1,1,1,0,0.5833333,0.5833333,15.0
21545,O=c1[nH]cc([*:1])[nH]1>>O=c1nc([*:1])cc[nH]1,O=c1[nH]cc([*:1])[nH]1,O=c1nc([*:1])cc[nH]1,substituent_growth,1.0,1,1,1,0,0.59183675,0.59183675,14.0
21546,O=c1[nH]cc([*:1])s1>>O=c1[nH]c([*:1])cs1,O=c1[nH]cc([*:1])s1,O=c1[nH]c([*:1])cs1,equal_heavy_atom_replacement,0.0,1,1,1,0,0.61538464,0.61538464,14.0
21547,O=c1[nH]ccc([*:1])c1Br>>Brc1ccsc1[*:1],O=c1[nH]ccc([*:1])c1Br,Brc1ccsc1[*:1],substituent_truncation,-2.0,1,1,1,0,0.5555556,0.5555556,12.0
21548,O=c1[nH]ccc([*:1])c1Br>>O=c1[nH]cc([*:1])cc1Br,O=c1[nH]ccc([*:1])c1Br,O=c1[nH]cc([*:1])cc1Br,equal_heavy_atom_replacement,0.0,1,1,1,0,0.5925926,0.5925926,12.0
21549,O=c1[nH]ccc([*:1])c1Br>>O=c1[nH]ccc(Br)c1[*:1],O=c1[nH]ccc([*:1])c1Br,O=c1[nH]ccc(Br)c1[*:1],equal_heavy_atom_replacement,0.0,1,1,1,0,0.7346939,0.7346939,12.0
21550,O=c1[nH]ccc([*:1])c1Br>>O=c1c(Br)c[nH]cc1[*:1],O=c1[nH]ccc([*:1])c1Br,O=c1c(Br)c[nH]cc1[*:1],equal_heavy_atom_replacement,0.0,1,1,1,0,0.61538464,0.61538464,12.0
21551,O=c1[nH]ccc([*:1])c1Br>>O=c1cc(Br)c([*:1])c[nH]1,O=c1[nH]ccc([*:1])c1Br,O=c1cc(Br)c([*:1])c[nH]1,equal_heavy_atom_replacement,0.0,1,1,1,0,0.6226415,0.6226415,12.0
21552,O=c1[nH]ccc([*:1])c1Br>>O=c1cc[nH]c(Br)c1[*:1],O=c1[nH]ccc([*:1])c1Br,O=c1cc[nH]c(Br)c1[*:1],equal_heavy_atom_replacement,0.0,1,1,1,0,0.65384614,0.65384614,12.0
21553,O=c1[nH]ccc([*:1])c1Br>>O=c1cc[nH]c([*:1])c1Br,O=c1[nH]ccc([*:1])c1Br,O=c1cc[nH]c([*:1])c1Br,equal_heavy_atom_replacement,0.0,1,1,1,0,0.6862745,0.6862745,12.0
21554,O=c1[nH]ccc([*:1])c1Br>>O=c1cc[nH]cc1[*:1],O=c1[nH]ccc([*:1])c1Br,O=c1cc[nH]cc1[*:1],substituent_truncation,-1.0,1,1,1,0,0.61538464,0.61538464,12.0
21555,O=c1[nH]ccc([*:1])c1Br>>O=c1ccsc([*:1])c1Br,O=c1[nH]ccc([*:1])c1Br,O=c1ccsc([*:1])c1Br,equal_heavy_atom_replacement,0.0,1,1,1,0,0.56363636,0.56363636,12.0
21556,O=c1[nH]cccc1[*:1]>>O=C1C=CNC([*:1])=CN1,O=c1[nH]cccc1[*:1],O=C1C=CNC([*:1])=CN1,substituent_growth,1.0,1,1,1,0,0.5614035,0.5614035,16.0
21557,O=c1[nH]cccc1[*:1]>>O=c1[pH]cccc1[*:1],O=c1[nH]cccc1[*:1],O=c1[pH]cccc1[*:1],equal_heavy_atom_replacement,0.0,1,1,1,0,0.65384614,0.65384614,16.0
21558,O=c1[nH]cccc1[*:1]>>O=c1cc([*:1])cc[nH]1,O=c1[nH]cccc1[*:1],O=c1cc([*:1])cc[nH]1,equal_heavy_atom_replacement,0.0,1,1,1,0,0.6415094,0.6415094,16.0
21559,O=c1[nH]cccc1[*:1]>>O=c1cc[nH]c([*:1])c1,O=c1[nH]cccc1[*:1],O=c1cc[nH]c([*:1])c1,equal_heavy_atom_replacement,0.0,1,1,1,0,0.65384614,0.65384614,16.0
21560,O=c1[nH]cccc1[*:1]>>O=c1cc[nH]cc1[*:1],O=c1[nH]cccc1[*:1],O=c1cc[nH]cc1[*:1],equal_heavy_atom_replacement,0.0,1,1,1,0,0.6862745,0.6862745,16.0
21561,O=c1[nH]cccc1[*:1]>>O=c1ccc([*:1])c[nH]1,O=c1[nH]cccc1[*:1],O=c1ccc([*:1])c[nH]1,equal_heavy_atom_replacement,0.0,1,1,1,0,0.6226415,0.6226415,16.0
21562,O=c1[nH]cccc1[*:1]>>O=c1cccc([*:1])[nH]1,O=c1[nH]cccc1[*:1],O=c1cccc([*:1])[nH]1,equal_heavy_atom_replacement,0.0,1,1,1,0,0.6037736,0.6037736,16.0
21563,O=c1[nH]nc([*:1])n1C1CC1>>O=c1nc([*:1])[nH]n1C1CC1,O=c1[nH]nc([*:1])n1C1CC1,O=c1nc([*:1])[nH]n1C1CC1,equal_heavy_atom_replacement,0.0,1,1,1,0,0.57894737,0.57894737,14.0
21564,O=c1[nH]nc([*:1])n1C1CC1>>S=c1[nH]nc([*:1])n1C1CC1,O=c1[nH]nc([*:1])n1C1CC1,S=c1[nH]nc([*:1])n1C1CC1,equal_heavy_atom_replacement,0.0,1,1,1,0,0.78431374,0.78431374,14.0
21565,O=c1[nH]nc2ccc([*:1])cn12>>O=c1cc([*:1])nc2n1C=C2,O=c1[nH]nc2ccc([*:1])cn12,O=c1cc([*:1])nc2n1C=C2,substituent_truncation,-1.0,1,1,1,0,0.52,0.52,17.0
21566,O=c1[nH]nccc1[*:1]>>O=c1[nH]cncc1[*:1],O=c1[nH]nccc1[*:1],O=c1[nH]cncc1[*:1],equal_heavy_atom_replacement,0.0,1,1,1,0,0.63461536,0.63461536,14.0
21567,O=c1[nH]nccc1[*:1]>>O=c1cc([*:1])cn[nH]1,O=c1[nH]nccc1[*:1],O=c1cc([*:1])cn[nH]1,equal_heavy_atom_replacement,0.0,1,1,1,0,0.6037736,0.6037736,14.0
21568,O=c1[nH]nccc1[*:1]>>O=c1ccc([*:1])n[nH]1,O=c1[nH]nccc1[*:1],O=c1ccc([*:1])n[nH]1,equal_heavy_atom_replacement,0.0,1,1,1,0,0.61538464,0.61538464,14.0
21569,O=c1[nH]nccc1[*:1]>>O=c1cnc([*:1])c[nH]1,O=c1[nH]nccc1[*:1],O=c1cnc([*:1])c[nH]1,equal_heavy_atom_replacement,0.0,1,1,1,0,0.54545456,0.54545456,14.0
21570,O=c1[nH]nccc1[*:1]>>O=c1ncc([*:1])c[nH]1,O=c1[nH]nccc1[*:1],O=c1ncc([*:1])c[nH]1,equal_heavy_atom_replacement,0.0,1,1,1,0,0.54545456,0.54545456,14.0
21571,O=c1[nH]nccc1[*:1]>>O=c1nccc([*:1])[nH]1,O=c1[nH]nccc1[*:1],O=c1nccc([*:1])[nH]1,equal_heavy_atom_replacement,0.0,1,1,1,0,0.5849057,0.5849057,14.0
21572,O=c1cc([*:1])[n-][nH]1>>O=c1cc([*:1])[nH][n-]1,O=c1cc([*:1])[n-][nH]1,O=c1cc([*:1])[nH][n-]1,equal_heavy_atom_replacement,0.0,1,1,1,0,0.7090909,0.7090909,18.0
21573,O=c1cc([*:1])[nH]c2ccnn12>>O=c1cc([*:1])nc2[nH]ccn12,O=c1cc([*:1])[nH]c2ccnn12,O=c1cc([*:1])nc2[nH]ccn12,equal_heavy_atom_replacement,0.0,1,1,1,0,0.54545456,0.54545456,15.0
21574,O=c1cc([*:1])[nH]c2ccnn12>>O=c1cc([*:1])nc2cc[nH]n12,O=c1cc([*:1])[nH]c2ccnn12,O=c1cc([*:1])nc2cc[nH]n12,equal_heavy_atom_replacement,0.0,1,1,1,0,0.54545456,0.54545456,15.0
21575,O=c1cc([*:1])cc[nH]1>>O=C(F)c1c[nH]c([*:1])c1,O=c1cc([*:1])cc[nH]1,O=C(F)c1c[nH]c([*:1])c1,substituent_growth,1.0,1,1,1,0,0.60714287,0.60714287,14.0
21576,O=c1cc([*:1])cc[nH]1>>O=c1cc([*:1])cc[pH]1,O=c1cc([*:1])cc[nH]1,O=c1cc([*:1])cc[pH]1,equal_heavy_atom_replacement,0.0,1,1,1,0,0.71929824,0.71929824,17.0
21577,O=c1cc([*:1])cc[nH]1>>O=c1cc([*:1])cco1,O=c1cc([*:1])cc[nH]1,O=c1cc([*:1])cco1,equal_heavy_atom_replacement,0.0,1,1,1,0,0.6666667,0.6666667,14.0
21578,O=c1cc([*:1])cc[nH]1>>O=c1cc([*:1])nc[nH]1,O=c1cc([*:1])cc[nH]1,O=c1cc([*:1])nc[nH]1,equal_heavy_atom_replacement,0.0,1,1,1,1,0.73333335,0.73333335,18.0
21579,O=c1cc([*:1])cc[nH]1>>O=c1cc[nH]c([*:1])c1,O=c1cc([*:1])cc[nH]1,O=c1cc[nH]c([*:1])c1,equal_heavy_atom_replacement,0.0,1,1,1,0,0.71153843,0.71153843,14.0
21580,O=c1cc([*:1])cc[nH]1>>O=c1cccc([*:1])[nH]1,O=c1cc([*:1])cc[nH]1,O=c1cccc([*:1])[nH]1,equal_heavy_atom_replacement,0.0,1,1,1,0,0.6363636,0.6363636,14.0
21581,O=c1cc([*:1])cn[nH]1>>Cn1[nH]cc([*:1])c1=O,O=c1cc([*:1])cn[nH]1,Cn1[nH]cc([*:1])c1=O,equal_heavy_atom_replacement,0.0,1,1,1,0,0.60655737,0.60655737,17.0
21582,O=c1cc([*:1])cn[nH]1>>O=c1[nH]c([*:1])cs1,O=c1cc([*:1])cn[nH]1,O=c1[nH]c([*:1])cs1,substituent_truncation,-1.0,1,1,1,0,0.58064514,0.58064514,17.0
21583,O=c1cc([*:1])nc2sccn12>>O=c1ccn2c([*:1])ncc2s1,O=c1cc([*:1])nc2sccn12,O=c1ccn2c([*:1])ncc2s1,equal_heavy_atom_replacement,0.0,1,1,1,0,0.55714285,0.55714285,18.0
21584,O=c1cc([*:1])nc[nH]1>>O=c1[nH]ccnc1[*:1],O=c1cc([*:1])nc[nH]1,O=c1[nH]ccnc1[*:1],equal_heavy_atom_replacement,0.0,1,1,1,1,0.60714287,0.60714287,20.0
21585,O=c1cc([*:1])nc[nH]1>>O=c1[nH]cncc1[*:1],O=c1cc([*:1])nc[nH]1,O=c1[nH]cncc1[*:1],equal_heavy_atom_replacement,0.0,1,1,1,1,0.60714287,0.60714287,20.0
21586,O=c1cc([*:1])nc[nH]1>>O=c1cc([*:1])[nH]cn1,O=c1cc([*:1])nc[nH]1,O=c1cc([*:1])[nH]cn1,equal_heavy_atom_replacement,0.0,1,1,1,1,0.6981132,0.6981132,20.0
21587,O=c1cc([*:1])nc[nH]1>>O=c1cc[nH]c([*:1])n1,O=c1cc([*:1])nc[nH]1,O=c1cc[nH]c([*:1])n1,equal_heavy_atom_replacement,0.0,1,1,1,1,0.58928573,0.58928573,20.0
21588,O=c1cc([*:1])nc[nH]1>>O=c1cnc([*:1])c[nH]1,O=c1cc([*:1])nc[nH]1,O=c1cnc([*:1])c[nH]1,equal_heavy_atom_replacement,0.0,1,1,1,1,0.6981132,0.6981132,20.0
21589,O=c1cc([*:1])nc[nH]1>>O=c1nc([*:1])cc[nH]1,O=c1cc([*:1])nc[nH]1,O=c1nc([*:1])cc[nH]1,equal_heavy_atom_replacement,0.0,1,1,1,1,0.6730769,0.6730769,20.0
21590,O=c1cc([*:1])nc[nH]1>>O=c1nc[nH]cc1[*:1],O=c1cc([*:1])nc[nH]1,O=c1nc[nH]cc1[*:1],equal_heavy_atom_replacement,0.0,1,1,1,1,0.60714287,0.60714287,20.0
21591,O=c1cc([*:1])nc[nH]1>>O=c1ncc([*:1])c[nH]1,O=c1cc([*:1])nc[nH]1,O=c1ncc([*:1])c[nH]1,equal_heavy_atom_replacement,0.0,1,1,1,1,0.60714287,0.60714287,20.0
21592,O=c1cc([*:1])nc[nH]1>>O=c1nccc([*:1])[nH]1,O=c1cc([*:1])nc[nH]1,O=c1nccc([*:1])[nH]1,equal_heavy_atom_replacement,0.0,1,1,1,1,0.58928573,0.58928573,20.0
21593,O=c1cc([*:1])occ1O>>O=c1cc(O)oc([*:1])c1,O=c1cc([*:1])occ1O,O=c1cc(O)oc([*:1])c1,equal_heavy_atom_replacement,0.0,1,1,1,1,0.6666667,0.6666667,18.0
21594,O=c1cc[nH]c([*:1])c1>>O=c1cc([*:1])cc[nH]1,O=c1cc[nH]c([*:1])c1,O=c1cc([*:1])cc[nH]1,equal_heavy_atom_replacement,0.0,1,1,1,0,0.7083333,0.7083333,11.0
21595,O=c1cc[nH]c([*:1])c1>>O=c1cc([*:1])cc[pH]1,O=c1cc[nH]c([*:1])c1,O=c1cc([*:1])cc[pH]1,equal_heavy_atom_replacement,0.0,1,1,1,0,0.5660377,0.5660377,11.0
21596,O=c1cc[nH]c([*:1])c1>>O=c1cc([*:1])cco1,O=c1cc[nH]c([*:1])c1,O=c1cc([*:1])cco1,equal_heavy_atom_replacement,0.0,1,1,1,0,0.5769231,0.5769231,11.0
21597,O=c1cc[nH]c([*:1])c1>>O=c1ccc([*:1])c[nH]1,O=c1cc[nH]c([*:1])c1,O=c1ccc([*:1])c[nH]1,equal_heavy_atom_replacement,0.0,1,1,1,0,0.60784316,0.60784316,11.0
21598,O=c1ccc(C[*:1])n[nH]1>>O=c1ccc([*:1])n[nH]1,O=c1ccc(C[*:1])n[nH]1,O=c1ccc([*:1])n[nH]1,substituent_truncation,-1.0,1,1,1,0,0.65909094,0.65909094,12.0
21599,O=c1ccc([*:1])c[nH]1>>N#CCc1ccc([*:1])[nH]1,O=c1ccc([*:1])c[nH]1,N#CCc1ccc([*:1])[nH]1,substituent_growth,1.0,1,1,1,1,0.6363636,0.6363636,15.0
21600,O=c1ccc([*:1])c[nH]1>>O=c1cc[nH]c([*:1])c1,O=c1ccc([*:1])c[nH]1,O=c1cc[nH]c([*:1])c1,equal_heavy_atom_replacement,0.0,1,1,1,1,0.60784316,0.60784316,18.0
21601,O=c1ccc([*:1])c[nH]1>>O=c1cccc([*:1])[nH]1,O=c1ccc([*:1])c[nH]1,O=c1cccc([*:1])[nH]1,equal_heavy_atom_replacement,0.0,1,1,1,1,0.62,0.62,18.0
21602,O=c1ccc([*:1])n[nH]1>>O=c1[nH]ccnc1[*:1],O=c1ccc([*:1])n[nH]1,O=c1[nH]ccnc1[*:1],equal_heavy_atom_replacement,0.0,1,1,1,0,0.5833333,0.5833333,13.0
21603,O=c1ccc([*:1])n[nH]1>>O=c1[nH]nccc1[*:1],O=c1ccc([*:1])n[nH]1,O=c1[nH]nccc1[*:1],equal_heavy_atom_replacement,0.0,1,1,1,1,0.6181818,0.6181818,14.0
21604,O=c1ccc([*:1])n[nH]1>>O=c1ccc(=O)n([*:1])[nH]1,O=c1ccc([*:1])n[nH]1,O=c1ccc(=O)n([*:1])[nH]1,substituent_growth,1.0,1,1,1,0,0.52,0.52,13.0
21605,O=c1ccc([*:1])n[nH]1>>O=c1ccnc([*:1])[nH]1,O=c1ccc([*:1])n[nH]1,O=c1ccnc([*:1])[nH]1,equal_heavy_atom_replacement,0.0,1,1,1,0,0.64912283,0.64912283,13.0
21606,O=c1ccc([*:1])n[nH]1>>O=c1cnc([*:1])c[nH]1,O=c1ccc([*:1])n[nH]1,O=c1cnc([*:1])c[nH]1,equal_heavy_atom_replacement,0.0,1,1,1,0,0.6666667,0.6666667,13.0
21607,O=c1cccc([*:1])[nH]1>>O=C1NCC=CC=C1[*:1],O=c1cccc([*:1])[nH]1,O=C1NCC=CC=C1[*:1],substituent_growth,1.0,1,1,1,0,0.625,0.625,17.0
21608,O=c1cccc([*:1])[nH]1>>O=c1cc[nH]c([*:1])c1,O=c1cccc([*:1])[nH]1,O=c1cc[nH]c([*:1])c1,equal_heavy_atom_replacement,0.0,1,1,1,0,0.6666667,0.6666667,16.0
21609,O=c1cccc([*:1])[nH]1>>O=c1nccc([*:1])[nH]1,O=c1cccc([*:1])[nH]1,O=c1nccc([*:1])[nH]1,equal_heavy_atom_replacement,0.0,1,1,1,0,0.7692308,0.7692308,17.0
21610,O=c1ccccn1[*:1]>>C1=CON([*:1])C=C1,O=c1ccccn1[*:1],C1=CON([*:1])C=C1,substituent_truncation,-1.0,1,1,1,1,0.5925926,0.5925926,13.0
21611,O=c1ccccn1[*:1]>>O=c1c(O)cccn1[*:1],O=c1ccccn1[*:1],O=c1c(O)cccn1[*:1],substituent_growth,1.0,1,1,1,1,0.74509805,0.74509805,18.0
21612,O=c1ccccn1[*:1]>>O=c1ccccn([*:1])c1=O,O=c1ccccn1[*:1],O=c1ccccn([*:1])c1=O,substituent_growth,2.0,1,1,1,1,0.8125,0.8125,18.0
21613,O=c1ccccn1[*:1]>>O=c1ccccn1C[*:1],O=c1ccccn1[*:1],O=c1ccccn1C[*:1],substituent_growth,1.0,1,1,1,1,0.8113208,0.8113208,16.0
21614,O=c1ccccn1[*:1]>>c1ccc([*:1])nc1,O=c1ccccn1[*:1],c1ccc([*:1])nc1,substituent_truncation,-1.0,1,1,1,1,0.6363636,0.6363636,17.0
21615,O=c1ccn([*:1])c(Cl)c1>>O=c1c(Cl)nccn1[*:1],O=c1ccn([*:1])c(Cl)c1,O=c1c(Cl)nccn1[*:1],equal_heavy_atom_replacement,0.0,1,1,1,0,0.6481481,0.6481481,13.0
21616,O=c1ccn([*:1])c(Cl)c1>>O=c1cc(Cl)ccn1[*:1],O=c1ccn([*:1])c(Cl)c1,O=c1cc(Cl)ccn1[*:1],equal_heavy_atom_replacement,0.0,1,1,1,0,0.75510204,0.75510204,13.0
21617,O=c1ccn([*:1])c(Cl)c1>>O=c1ccn([*:1])cc1,O=c1ccn([*:1])c(Cl)c1,O=c1ccn([*:1])cc1,substituent_truncation,-1.0,1,1,1,0,0.68085104,0.68085104,12.0
21618,O=c1ccn([*:1])c(Cl)c1>>O=c1ccn([*:1])cc1Br,O=c1ccn([*:1])c(Cl)c1,O=c1ccn([*:1])cc1Br,equal_heavy_atom_replacement,0.0,1,1,1,0,0.5535714,0.5535714,13.0
21619,O=c1ccn([*:1])c(Cl)c1>>O=c1ccn([*:1])cc1P,O=c1ccn([*:1])c(Cl)c1,O=c1ccn([*:1])cc1P,equal_heavy_atom_replacement,0.0,1,1,1,0,0.58181816,0.58181816,13.0
21620,O=c1cnc([*:1])c[nH]1>>O=Cc1c[nH]c([*:1])n1,O=c1cnc([*:1])c[nH]1,O=Cc1c[nH]c([*:1])n1,equal_heavy_atom_replacement,0.0,1,1,1,0,0.6507937,0.6507937,18.0
21621,O=c1cnc([*:1])c[nH]1>>O=c1[nH]cncc1[*:1],O=c1cnc([*:1])c[nH]1,O=c1[nH]cncc1[*:1],equal_heavy_atom_replacement,0.0,1,1,1,1,0.6825397,0.6825397,18.0
21622,O=c1cnc([*:1])c[nH]1>>O=c1cncc([*:1])[nH]1,O=c1cnc([*:1])c[nH]1,O=c1cncc([*:1])[nH]1,equal_heavy_atom_replacement,0.0,1,1,1,1,0.6666667,0.6666667,18.0
21623,O=c1nc([*:1])[nH][n-]1>>O=c1[n-][nH]nc1[*:1],O=c1nc([*:1])[nH][n-]1,O=c1[n-][nH]nc1[*:1],equal_heavy_atom_replacement,0.0,1,1,1,1,0.62,0.62,17.0
21624,O=c1nc([*:1])[nH][n-]1>>O=c1[n-]c([*:1])n[nH]1,O=c1nc([*:1])[nH][n-]1,O=c1[n-]c([*:1])n[nH]1,equal_heavy_atom_replacement,0.0,1,1,1,1,0.5769231,0.5769231,17.0
21625,O=c1nc([*:1])[nH][n-]1>>O=c1[n-]nc([*:1])[nH]1,O=c1nc([*:1])[nH][n-]1,O=c1[n-]nc([*:1])[nH]1,equal_heavy_atom_replacement,0.0,1,1,1,1,0.64,0.64,17.0
21626,O=c1nc([*:1])[nH][n-]1>>O=c1[nH]nc([*:1])[nH]1,O=c1nc([*:1])[nH][n-]1,O=c1[nH]nc([*:1])[nH]1,equal_heavy_atom_replacement,0.0,1,1,1,1,0.63265306,0.63265306,17.0
21627,O=c1nc([*:1])[nH][n-]1>>O=c1nc([*:1])[n-][nH]1,O=c1nc([*:1])[nH][n-]1,O=c1nc([*:1])[n-][nH]1,equal_heavy_atom_replacement,0.0,1,1,1,1,0.67346936,0.67346936,17.0
21628,O=c1nc([*:1])[nH][nH]1>>Cn1[nH]c([*:1])nc1=O,O=c1nc([*:1])[nH][nH]1,Cn1[nH]c([*:1])nc1=O,substituent_growth,1.0,1,1,1,1,0.71428573,0.71428573,19.0
21629,O=c1nc([*:1])[nH][nH]1>>O=c1[nH][nH]c(=O)n1[*:1],O=c1nc([*:1])[nH][nH]1,O=c1[nH][nH]c(=O)n1[*:1],substituent_growth,1.0,1,1,1,1,0.6557377,0.6557377,19.0
21630,O=c1nc([*:1])[nH][nH]1>>O=c1[nH]nc([*:1])[nH]1,O=c1nc([*:1])[nH][nH]1,O=c1[nH]nc([*:1])[nH]1,equal_heavy_atom_replacement,0.0,1,1,1,1,0.73333335,0.73333335,19.0
21631,O=c1nc([*:1])[nH][nH]1>>O=c1nc([*:1])[n-][nH]1,O=c1nc([*:1])[nH][nH]1,O=c1nc([*:1])[n-][nH]1,equal_heavy_atom_replacement,0.0,1,1,1,1,0.7096774,0.7096774,19.0
21632,O=c1nc2[n-]c([*:1])ccc-2o1>>O=C1Oc2nc([*:1])ccc21,O=c1nc2[n-]c([*:1])ccc-2o1,O=C1Oc2nc([*:1])ccc21,substituent_truncation,-1.0,1,1,1,0,0.53731346,0.53731346,15.0
21633,O=c1nc2[n-]c([*:1])ccc-2o1>>O=c1[n-]c2nc([*:1])ccc2o1,O=c1nc2[n-]c([*:1])ccc-2o1,O=c1[n-]c2nc([*:1])ccc2o1,equal_heavy_atom_replacement,0.0,1,1,1,0,0.58208954,0.58208954,15.0
21634,O=c1nc2[n-]c([*:1])ccc-2o1>>O=c1cc2occ([*:1])[n-]c-2n1,O=c1nc2[n-]c([*:1])ccc-2o1,O=c1cc2occ([*:1])[n-]c-2n1,equal_heavy_atom_replacement,0.0,1,1,1,0,0.6825397,0.6825397,15.0
21635,O=c1nc2[n-]c([*:1])ccc-2o1>>O=c1nc2[nH]c([*:1])ccc-2o1,O=c1nc2[n-]c([*:1])ccc-2o1,O=c1nc2[nH]c([*:1])ccc-2o1,equal_heavy_atom_replacement,0.0,1,1,1,0,0.65625,0.65625,15.0
21636,O=c1nc2[n-]c([*:1])ccc-2o1>>O=c1nc2[p-]c([*:1])ccc-2o1,O=c1nc2[n-]c([*:1])ccc-2o1,O=c1nc2[p-]c([*:1])ccc-2o1,equal_heavy_atom_replacement,0.0,1,1,1,0,0.67741936,0.67741936,15.0
21637,O=c1nc2[n-]c([*:1])ccc-2o1>>O=c1nc2oc([*:1])ccc-2o1,O=c1nc2[n-]c([*:1])ccc-2o1,O=c1nc2oc([*:1])ccc-2o1,equal_heavy_atom_replacement,0.0,1,1,1,0,0.6885246,0.6885246,15.0
21638,O=c1nc2[n-]c([*:1])ccc-2o1>>O=c1oc2[n-]c1=CC=C([*:1])N=2,O=c1nc2[n-]c([*:1])ccc-2o1,O=c1oc2[n-]c1=CC=C([*:1])N=2,equal_heavy_atom_replacement,0.0,1,1,1,0,0.5441176,0.5441176,15.0
